,Country,Plant,Capacity (MW),Status,Status 2016 (done by Data4Good),Status 2017 (done by Data4Good),Status 2018 (done by Data4Good),Status 2019 (done by Data4Good),Combustion technology,Coal type,Latitude,Longitude,Annual CO2 (million tonnes / annum),Annual CO2 emissions (millions of tonnes) in 2016,Annual CO2 emissions (millions of tonnes) in 2017,Annual CO2 emissions (millions of tonnes) in 2018,Annual CO2 emissions (millions of tonnes) in 2019
6311,Germany,Hoechst power station,64,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,50.11667,8.683333,0.39258331700000004,0.39258331700000004,0.39258331700000004,0.39258331700000004,0.39258331700000004
6312,Germany,Hoechst power station,100,Operating,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,50.091840000000005,8.531305,0.5922593144,,,,
6313,Germany,Huerth,450,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Lignite,50.860409999999995,6.8380339999999995,2.009825771,,,,
6314,Germany,Huerth Ville / Berrenrath power station,57,Operating,Operating,Operating,Operating,Operating,Subcritical,lignite,50.867,6.836,0.3604267307,0.3604267307,0.3604267307,0.3604267307,0.3604267307
6315,Germany,Ibbenbüren-B power station,838,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,52.285790000000006,7.746010000000001,4.60468872,4.60468872,4.60468872,4.60468872,4.60468872
6316,Germany,Jaenschwalde Land Brandenburg,2 000,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown/CCS,Lignite(CCS90),51.83417,14.457220000000001,1.301112078,,,,
6317,Germany,Jaenschwalde Vattenfall,300,Cancelled,Operating,Operating,Operating,Operating,unknown/CCS,Lignite(CCS90),51.83417,14.457220000000001,0.21468349280000001,0.21468349280000001,0.21468349280000001,0.21468349280000001,0.21468349280000001
6318,Germany,Janschwalde power station,535,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,51.83567,14.45781,3.020493436,3.020493436,3.020493436,3.020493436,3.020493436
6319,Germany,Janschwalde power station,535,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,51.83567,14.45781,3.020493436,3.020493436,3.020493436,3.020493436,3.020493436
6320,Germany,Janschwalde power station,535,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,51.83567,14.45781,3.020493436,3.020493436,3.020493436,3.020493436,3.020493436
6321,Germany,Janschwalde power station,535,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,51.83567,14.45781,3.020493436,3.020493436,3.020493436,3.020493436,3.020493436
6322,Germany,Janschwalde power station,535,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,51.83567,14.45781,2.416394749,,,,
6323,Germany,Janschwalde power station,535,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,51.83567,14.45781,2.416394749,,,,
6324,Germany,Karlsruhe,910,Operating,Operating,Operating,Operating,Operating,Ultra-super,Bituminous,49.0125,8.302778,3.65945746,3.65945746,3.65945746,3.65945746,3.65945746
6325,Germany,Karlsruhe power station,550,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,49.0125,8.302778,2.908416276,2.908416276,2.908416276,2.908416276,2.908416276
6326,Germany,Kassel Swew power station,38,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite/Bituminous,51.27926,9.483365,0.2409812102,0.2409812102,0.2409812102,0.2409812102,0.2409812102
6327,Germany,Kiel power station,354,Retired,Operating,Operating,Operating,Not operating,Supercritical,Bituminous,54.33866999999999,10.17699,1.953647329,1.953647329,1.953647329,1.953647329,
6328,Germany,Kiel-Wik power station,40,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,54.333330000000004,10.13333,0.24536457309999998,0.24536457309999998,0.24536457309999998,0.24536457309999998,0.24536457309999998
6329,Germany,Krefeld-Uerdingen,810,Cancelled,Operating,Operating,Operating,Operating,unknown,Bituminous,51.38796,6.6572,3.388446855,3.388446855,3.388446855,3.388446855,3.388446855
6330,Germany,Krefeld-Uerdingen power station,120,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,51.37738,6.65873,0.7477653956,0.7477653956,0.7477653956,0.7477653956,0.7477653956
6331,Germany,Lausward,400,Cancelled,Operating,Operating,Operating,Operating,unknown,Bituminous,51.22139,6.731111,1.8406377980000002,1.8406377980000002,1.8406377980000002,1.8406377980000002,1.8406377980000002
6332,Germany,Lausward power station,150,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.22083,6.731547,0.9201171491,,,,
6333,Germany,Lausward power station,300,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.22083,6.731547,1.7133215880000001,,,,
6334,Germany,Lippendorf power station,933,Operating,Operating,Operating,Operating,Operating,Supercritical,Lignite,51.184540000000005,12.37285,4.886549073,4.886549073,4.886549073,4.886549073,4.886549073
6335,Germany,Lippendorf power station,933,Operating,Operating,Operating,Operating,Operating,Supercritical,Lignite,51.184540000000005,12.37285,4.886549073,4.886549073,4.886549073,4.886549073,4.886549073
6336,Germany,Luenen Steag,900,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,51.61629,7.480906,3.76494095,,,,
6337,Germany,Luenen-Stummhafen,810,Operating,Operating,Operating,Operating,Operating,Ultra-super,Bituminous,51.61439,7.464277,3.2573192769999997,3.2573192769999997,3.2573192769999997,3.2573192769999997,3.2573192769999997
6338,Germany,Lünen power station (KSBG),170,Retired,Operating,Operating,Not operating,Not operating,Subcritical,Bituminous,51.61404,7.481345,1.042799436,1.042799436,1.042799436,,
6339,Germany,Lünen power station (KSBG),350,Retired,Operating,Operating,Not operating,Not operating,Subcritical,Bituminous,51.61404,7.481345,1.998875186,1.998875186,1.998875186,,
6340,Germany,Mainz,823,Cancelled,Operating,Operating,Operating,Operating,Ultra-super,Bituminous,50.02619,8.236935,3.309597241,3.309597241,3.309597241,3.309597241,3.309597241
6341,Germany,Mannheim,912,Operating,Operating,Operating,Operating,Operating,Ultra-super,Bituminous,49.44569,8.490444,3.6675002230000002,3.6675002230000002,3.6675002230000002,3.6675002230000002,3.6675002230000002
6342,Germany,Mehrum power station,750,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,52.31511,10.093760000000001,3.966022194,3.966022194,3.966022194,3.966022194,3.966022194
6343,Germany,Merkenich (Nord) power station,58,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,51.46667,7.55,0.37984822119999995,0.37984822119999995,0.37984822119999995,0.37984822119999995,0.37984822119999995
6344,Germany,Mumsdorf power station,30,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,51.07113,12.26083,0.1964732179,,,,
6345,Germany,Mumsdorf power station,30,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,51.07113,12.26083,0.1964732179,,,,
6346,Germany,München Nord power station,365,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.18117,11.6398,2.007336033,2.007336033,2.007336033,2.007336033,2.007336033
6347,Germany,Neurath power station,312,Operating,Operating,Operating,Operating,Operating,unknown,Lignite,51.03581,6.633039,1.8811969219999998,1.8811969219999998,1.8811969219999998,1.8811969219999998,1.8811969219999998
6348,Germany,Neurath power station,312,Operating,Operating,Operating,Operating,Operating,unknown,Lignite,51.03581,6.633039,1.8811969219999998,1.8811969219999998,1.8811969219999998,1.8811969219999998,1.8811969219999998
6349,Germany,Neurath power station,312,Mothballed,Not operating,Not operating,Not operating,Not operating,unknown,Lignite,51.03581,6.633039,1.5328271219999998,,,,
6350,Germany,Neurath power station,644,Operating,Operating,Operating,Operating,Operating,unknown,Lignite,51.03581,6.633039,3.5953549910000002,3.5953549910000002,3.5953549910000002,3.5953549910000002,3.5953549910000002
6351,Germany,Neurath power station,644,Operating,Operating,Operating,Operating,Operating,unknown,Lignite,51.03581,6.633039,3.5953549910000002,3.5953549910000002,3.5953549910000002,3.5953549910000002,3.5953549910000002
6352,Germany,Niederaussem power station,144,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,50.99688,6.667549,0.9430714459,,,,
6353,Germany,Niederaussem power station,152,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,50.99688,6.667549,0.9954643040000001,,,,
6354,Germany,Niederaussem power station,335,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,50.99688,6.667549,2.042643972,2.042643972,2.042643972,2.042643972,2.042643972
6355,Germany,Niederaussem power station,320,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,50.99688,6.667549,1.9511823019999999,1.9511823019999999,1.9511823019999999,1.9511823019999999,1.9511823019999999
6356,Germany,Niederaussem power station,315,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,50.99688,6.667549,1.565010805,,,,
6357,Germany,Niederaussem power station,320,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,50.99688,6.667549,1.589852246,,,,
6358,Germany,Niederaussem power station,630,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,50.99688,6.667549,3.5568427380000003,3.5568427380000003,3.5568427380000003,3.5568427380000003,3.5568427380000003
6359,Germany,Niederaussem power station,636,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,50.99688,6.667549,3.59071743,3.59071743,3.59071743,3.59071743,3.59071743
6360,Germany,Niederaussem power station,1 012,Operating,Operating,Operating,Operating,Operating,Ultra-super,Lignite,50.99688,6.667549,4.7794590580000005,4.7794590580000005,4.7794590580000005,4.7794590580000005,4.7794590580000005
6361,Germany,Niederaussem,1 100,Cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,Lignite,50.99569,6.669039,4.72278563,,,,
6362,Germany,Oberhavel power station,100,Retired,Operating,Operating,Operating,Operating,Subcritical,Lignite,52.578109999999995,13.21561,0.6549107263,0.6549107263,0.6549107263,0.6549107263,0.6549107263
6363,Germany,Oberhavel power station,100,Retired,Operating,Operating,Operating,Operating,Subcritical,Lignite,52.578109999999995,13.21561,0.6549107263,0.6549107263,0.6549107263,0.6549107263,0.6549107263
6364,Germany,Offenbach power station,60,Operating,Operating,Operating,Operating,Operating,unknown,HARD,50.111290000000004,8.745393,0.3639442918,0.3639442918,0.3639442918,0.3639442918,0.3639442918
6365,Germany,Pforzheim power station,30,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,48.89727,8.72453,0.1840234298,0.1840234298,0.1840234298,0.1840234298,0.1840234298
6366,Germany,Profen,660,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Lignite,51.13333,12.21667,2.947744464,,,,
6367,Germany,Rostock power station,553,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,54.1428,12.13287,2.71278587,2.71278587,2.71278587,2.71278587,2.71278587
6368,Germany,Romerbrucke power station,53,Operating,Operating,Operating,Operating,Operating,Subcritical,HARD,49.22368,7.014874000000001,0.32510805940000004,0.32510805940000004,0.32510805940000004,0.32510805940000004,0.32510805940000004
6369,Germany,Schkopau power station,490,Operating,Operating,Operating,Operating,Operating,unknown,Lignite,51.39846,11.950380000000001,2.6261723409999997,2.6261723409999997,2.6261723409999997,2.6261723409999997,2.6261723409999997
6370,Germany,Schkopau power station,490,Operating,Operating,Operating,Operating,Operating,unknown,Lignite,51.39846,11.950380000000001,2.6261723409999997,2.6261723409999997,2.6261723409999997,2.6261723409999997,2.6261723409999997
6371,Germany,Scholven power station,370,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,51.600640000000006,7.004608999999999,2.113096625,2.113096625,2.113096625,2.113096625,2.113096625
6372,Germany,Scholven power station,370,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,51.600640000000006,7.004608999999999,2.113096625,2.113096625,2.113096625,2.113096625,2.113096625
6373,Germany,Scholven power station,370,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.600640000000006,7.004608999999999,2.113096625,,,,
6374,Germany,Scholven power station,370,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.600640000000006,7.004608999999999,2.113096625,,,,
6375,Germany,Scholven power station,740,Retired,Not operating,Not operating,Not operating,Not operating,Supercritical,Bituminous,51.600640000000006,7.004608999999999,3.781384765,,,,
6376,Germany,Schwarze Pumpe power station,800,Operating,Operating,Operating,Operating,Operating,Supercritical,Lignite,51.537859999999995,14.353489999999999,4.189967051,4.189967051,4.189967051,4.189967051,4.189967051
6377,Germany,Schwarze Pumpe power station,800,Operating,Operating,Operating,Operating,Operating,Supercritical,Lignite,51.537859999999995,14.353489999999999,4.189967051,4.189967051,4.189967051,4.189967051,4.189967051
6378,Germany,Shamrock power station,34,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.528490000000005,7.1778,0.2085598871,,,,
6379,Germany,Shamrock power station,34,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.528490000000005,7.1778,0.2085598871,,,,
6380,Germany,Stade Dow Chemical,920,Pre-permit,Not operating,Not operating,Not operating,Not operating,Supercritical,Bituminous,53.6368,9.507176,3.7609448469999998,,,,
6381,Germany,Stade E.ON,1 100,Cancelled,Operating,Operating,Operating,Operating,Supercritical,Bituminous,53.6,9.48333,4.496781883,4.496781883,4.496781883,4.496781883,4.496781883
6382,Germany,Stade GDF Suez,830,Cancelled,Operating,Operating,Operating,Operating,Supercritical,Bituminous,53.6,9.48333,3.39302633,3.39302633,3.39302633,3.39302633,3.39302633
6383,Germany,Staudinger power station,271,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,50.088359999999994,8.952166,1.662344983,,,,
6384,Germany,Staudinger power station,271,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,50.088359999999994,8.952166,1.662344983,,,,
6385,Germany,Staudinger power station,318,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,50.088359999999994,8.952166,1.8161208830000002,,,,
6386,Germany,Staudinger power station,553,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,50.088359999999994,8.952166,2.71278587,2.71278587,2.71278587,2.71278587,2.71278587
6387,Germany,Staudinger,1 100,Cancelled,Operating,Operating,Operating,Operating,Ultra-super,Bituminous,50.08806,8.952222,4.423520006,4.423520006,4.423520006,4.423520006,4.423520006
6388,Germany,Stuttgart-Muenster,48,Operating,Operating,Operating,Operating,Operating,unknown,HARD,48.81384,9.219192999999999,0.2911554334,0.2911554334,0.2911554334,0.2911554334,0.2911554334
6389,Germany,Stuttgart-Muenster,48,Operating,Operating,Operating,Operating,Operating,unknown,HARD,48.81384,9.219192999999999,0.2911554334,0.2911554334,0.2911554334,0.2911554334,0.2911554334
6390,Germany,Tiefstack power station,205,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,53.52605,10.06426,1.2141315940000001,1.2141315940000001,1.2141315940000001,1.2141315940000001,1.2141315940000001
6391,Germany,Universitat Freiburg power station,36,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,47.98333,7.85,0.2243296187,,,,
6392,Germany,Veltheim power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,52.19008,8.934485,0.6134114327,,,,
6393,Germany,Veltheim power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,52.19008,8.934485,0.6134114327,,,,
6394,Germany,Veltheim power station,320,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,52.19008,8.934485,1.827543027,,,,
6395,Germany,Voerde power station,761,Retired,Operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.5791,6.68588,4.02419052,4.02419052,,,
6396,Germany,Voerde power station,761,Retired,Operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.5791,6.68588,4.02419052,4.02419052,,,
6397,Germany,Voerde West power station,356,Retired,Operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.57727,6.681402,2.033141618,2.033141618,,,
6398,Germany,Voerde West power station,356,Retired,Operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.57727,6.681402,2.033141618,2.033141618,,,
6399,Germany,Völklingen-Fenne power station,233,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,49.24937,6.8806460000000005,1.429248638,1.429248638,1.429248638,1.429248638,1.429248638
6400,Germany,Völklingen-Fenne power station,233,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,49.24937,6.8806460000000005,1.429248638,1.429248638,1.429248638,1.429248638,1.429248638
6401,Germany,Wachtberg power station,128,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,50.61667,7.133333,0.797616422,0.797616422,0.797616422,0.797616422,0.797616422
6402,Germany,Waehlitz power station,37,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,51.16632,12.0764,0.22261061780000002,0.22261061780000002,0.22261061780000002,0.22261061780000002,0.22261061780000002
6403,Germany,Walheim power station,107,Operating,Operating,Operating,Operating,Operating,unknown,HARD,49.01767,9.157693,0.649033987,0.649033987,0.649033987,0.649033987,0.649033987
6404,Germany,Walheim power station,160,Operating,Operating,Operating,Operating,Operating,unknown,HARD,49.01767,9.157693,0.9705181115000001,0.9705181115000001,0.9705181115000001,0.9705181115000001,0.9705181115000001
6405,Germany,Walsum power station,140,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.52861,6.711944,0.8587760058,,,,
6406,Germany,Walsum power station,410,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,51.52861,6.711944,2.341539504,2.341539504,2.341539504,2.341539504,2.341539504
6407,Germany,Wedel power station,151,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,53.56684,9.725696000000001,0.9262512634000001,0.9262512634000001,0.9262512634000001,0.9262512634000001,0.9262512634000001
6408,Germany,Wedel power station,139,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,53.56684,9.725696000000001,0.8526418915,0.8526418915,0.8526418915,0.8526418915,0.8526418915
6409,Germany,Weiher-3 power station,724,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,49.33528,7.030556,3.828533425,3.828533425,3.828533425,3.828533425,3.828533425
6410,Germany,Weisweiler power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,50.83958,6.322382,0.6549107263,,,,
6411,Germany,Weisweiler power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,50.83958,6.322382,0.6549107263,,,,
6412,Germany,Weisweiler power station,134,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,50.83958,6.322382,0.8775803731999999,,,,
6413,Germany,Weisweiler power station,147,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,50.83958,6.322382,0.9627187676000001,,,,
6414,Germany,Weisweiler power station,363,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,50.83958,6.322382,2.213372424,2.213372424,2.213372424,2.213372424,2.213372424
6415,Germany,Weisweiler power station,340,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,50.83958,6.322382,2.073131196,2.073131196,2.073131196,2.073131196,2.073131196
6416,Germany,Weisweiler power station,630,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,50.83958,6.322382,3.5568427380000003,3.5568427380000003,3.5568427380000003,3.5568427380000003,3.5568427380000003
6417,Germany,Weisweiler power station,625,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,50.83958,6.322382,3.528613827,3.528613827,3.528613827,3.528613827,3.528613827
6418,Germany,Werdohl-Elverlingsen power station,200,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.27574,7.707286,1.226822865,,,,
6419,Germany,Werdohl-Elverlingsen power station,330,Retired,Operating,Operating,Not operating,Not operating,Subcritical,Bituminous,51.27574,7.707286,1.884653747,1.884653747,1.884653747,,
6420,Germany,Westfalen,800,Cancelled,Operating,Operating,Operating,Operating,Ultra-super,Bituminous,51.6793,7.971558,3.217105459,3.217105459,3.217105459,3.217105459,3.217105459
6421,Germany,Westfalen,800,Operating,Operating,Operating,Operating,Operating,Ultra-super,Bituminous,51.6793,7.971558,3.217105459,3.217105459,3.217105459,3.217105459,3.217105459
6422,Germany,Westfalen power station,165,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.67859,7.971364,1.0121288640000001,,,,
6423,Germany,Westfalen power station,165,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.67859,7.971364,1.0121288640000001,,,,
6424,Germany,Westfalen power station,305,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,51.67859,7.971364,1.741876948,,,,
6425,Germany,Wilhelmshaven E.ON,550,Cancelled,Operating,Operating,Operating,Operating,Supercritical,Bituminous,53.56455,8.146384,2.248390941,2.248390941,2.248390941,2.248390941,2.248390941
6426,Germany,Wilhelmshaven Engie,830,Operating,Operating,Operating,Operating,Operating,Ultra-super,Bituminous,53.5748,8.137,3.337746914,3.337746914,3.337746914,3.337746914,3.337746914
6427,Germany,Wilhelmshaven power station,788,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,53.56587,8.146202,4.166967318999999,4.166967318999999,4.166967318999999,4.166967318999999,4.166967318999999
6428,Germany,Wolfsburg North power station,70,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,52.4317,10.78696,0.4307966535,0.4307966535,0.4307966535,0.4307966535,0.4307966535
6429,Germany,Wolfsburg North power station,70,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,52.4317,10.78696,0.4307966535,0.4307966535,0.4307966535,0.4307966535,0.4307966535
6430,Germany,Wolfsburg West power station,153,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,52.44154,10.765080000000001,0.9385194921,0.9385194921,0.9385194921,0.9385194921,0.9385194921
6431,Germany,Wolfsburg West power station,153,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,52.44154,10.765080000000001,0.9385194921,0.9385194921,0.9385194921,0.9385194921,0.9385194921
6432,Germany,Wuppertal-Elberfeld power station,100,Retired,Operating,Operating,Not operating,Not operating,Subcritical,Bituminous,51.24839,7.118780999999999,0.6134114327,0.6134114327,0.6134114327,,
6433,Germany,Zolling power station,474,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,48.455290000000005,11.799539999999999,2.422130241,2.422130241,2.422130241,2.422130241,2.422130241
6434,Ghana,Aboano power station,350,Shelved,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,5.6666669999999995,0.0,1.6360954630000002,,,,
6435,Ghana,Aboano power station,350,Shelved,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,5.6666669999999995,0.0,1.6360954630000002,,,,
6436,Ghana,Aboano power station,1 400,Shelved,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,5.6666669999999995,0.0,5.949438047999999,,,,
6437,Greece,Agios Dimitrios power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,40.39419,21.924889999999998,1.8292334080000001,1.8292334080000001,1.8292334080000001,1.8292334080000001,1.8292334080000001
6438,Greece,Agios Dimitrios power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,40.39419,21.924889999999998,1.8292334080000001,1.8292334080000001,1.8292334080000001,1.8292334080000001,1.8292334080000001
6439,Greece,Agios Dimitrios power station,310,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,40.39419,21.924889999999998,1.890207855,1.890207855,1.890207855,1.890207855,1.890207855
6440,Greece,Agios Dimitrios power station,310,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,40.39419,21.924889999999998,1.890207855,1.890207855,1.890207855,1.890207855,1.890207855
6441,Greece,Agios Dimitrios power station,375,Operating,Operating,Operating,Operating,Operating,Supercritical,Lignite,40.39419,21.924889999999998,2.127717643,2.127717643,2.127717643,2.127717643,2.127717643
6442,Greece,Amyntaio power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,40.61933,21.682779999999998,1.8292334080000001,1.8292334080000001,1.8292334080000001,1.8292334080000001,1.8292334080000001
6443,Greece,Amyntaio power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,40.61933,21.682779999999998,1.8292334080000001,1.8292334080000001,1.8292334080000001,1.8292334080000001,1.8292334080000001
6444,Greece,Florina power station,330,Operating,Operating,Operating,Operating,Operating,Supercritical,Lignite,40.81225,21.6027,1.7283614090000001,1.7283614090000001,1.7283614090000001,1.7283614090000001,1.7283614090000001
6445,Greece,Kardia power station,300,Retired,Operating,Operating,Operating,Not operating,Subcritical,Lignite/Bituminous,40.41063,21.78615,1.7712774980000001,1.7712774980000001,1.7712774980000001,1.7712774980000001,
6446,Greece,Kardia power station,300,Retired,Operating,Operating,Operating,Not operating,Subcritical,Lignite/Bituminous,40.41063,21.78615,1.7712774980000001,1.7712774980000001,1.7712774980000001,1.7712774980000001,
6447,Greece,Kardia power station,325,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite/Bituminous,40.41063,21.78615,1.918883956,1.918883956,1.918883956,1.918883956,1.918883956
6448,Greece,Kardia power station,325,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite/Bituminous,40.41063,21.78615,1.918883956,1.918883956,1.918883956,1.918883956,1.918883956
6449,Greece,Larimna power station,800,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,38.56582,23.28491,3.3466141769999997,,,,
6450,Greece,Liptol power station,33,Retired,Not operating,Not operating,Not operating,Not operating,unknown,Lignite,40.4,21.5,0.21371147370000002,,,,
6451,Greece,Megalopoli power station,125,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite/Bituminous,37.41745,22.10789,0.7927013493999999,,,,
6452,Greece,Megalopoli power station,125,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite/Bituminous,37.41745,22.10789,0.7927013493999999,,,,
6453,Greece,Megalopoli power station,300,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite/Bituminous,37.41745,22.10789,1.4432631459999998,,,,
6454,Greece,Megalopoli power station,300,Mothballed,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite/Bituminous,37.41745,22.10789,1.4432631459999998,,,,
6455,Greece,Meliti Power Station,450,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,Lignite,40.8114,21.6014,2.009825771,,,,
6456,Greece,Ptolemaida,660,Construction,Not operating,Not operating,Not operating,Not operating,Ultra-super,Lignite,40.40971,21.787570000000002,2.833671378,,,,
6457,Greece,Ptolemaïda power station,70,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite/Bituminous,40.48049,21.72746,0.4439127557,,,,
6458,Greece,Ptolemaïda power station,125,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite/Bituminous,40.48049,21.72746,0.7927013493999999,,,,
6459,Greece,Ptolemaïda power station,125,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite/Bituminous,40.48049,21.72746,0.7927013493999999,,,,
6460,Greece,Ptolemaïda power station,300,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite/Bituminous,40.48049,21.72746,1.7712774980000001,,,,
6461,Guatemala,CGE San Jose power station,139,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,14.24301,-90.8451,0.823240447,0.823240447,0.823240447,0.823240447,0.823240447
6462,Guatemala,Ingenio Palo Gordo power station,33,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,14.48797,-91.3986,0.17018109,0.17018109,0.17018109,0.17018109,0.17018109
6463,Guatemala,Jaguar Energy power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,14.11072,-90.7227,0.7614762612999999,0.7614762612999999,0.7614762612999999,0.7614762612999999,0.7614762612999999
6464,Guatemala,Jaguar Energy power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,14.11072,-90.7227,0.7614762612999999,0.7614762612999999,0.7614762612999999,0.7614762612999999,0.7614762612999999
