,Country,Plant,Capacity (MW),Status,Status 2016 (done by Data4Good),Status 2017 (done by Data4Good),Status 2018 (done by Data4Good),Status 2019 (done by Data4Good),Combustion technology,Coal type,Latitude,Longitude,Annual CO2 (million tonnes / annum),Annual CO2 emissions (millions of tonnes) in 2016,Annual CO2 emissions (millions of tonnes) in 2017,Annual CO2 emissions (millions of tonnes) in 2018,Annual CO2 emissions (millions of tonnes) in 2019
1603,China,Fuqiang Salt Chemical Industry power station,40,permitted,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,33.38384,118.9718,0.20398073309999998,,,,
1604,China,Fuqiang Salt Chemical Industry power station,40,permitted,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,33.38384,118.9718,0.20398073309999998,,,,
1605,China,Fushun CPI power station,200,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,41.85387,123.882,1.309821453,,,,
1606,China,Fushun CPI power station,200,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,41.85387,123.882,1.309821453,,,,
1607,China,Fushun CPI power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,41.88968,123.934,1.625985251,1.625985251,1.625985251,1.625985251,1.625985251
1608,China,Fushun CPI power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,41.88968,123.934,1.625985251,1.625985251,1.625985251,1.625985251,1.625985251
1609,China,Fushun Wanghua Cogen power station,100,retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,41.819309999999994,123.8301,0.6231378297,,,,
1610,China,Fushun Xinya power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,41.915259999999996,124.0862,0.3115689148,,,,
1611,China,Fushun Xinya power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,41.915259999999996,124.0862,0.3115689148,,,,
1612,China,Fushun Zhongji power station,300,operating,Not operating,Operating,Operating,Operating,Subcritical,WSTBituminous,41.819309999999994,123.8301,1.396039812,,1.396039812,1.396039812,1.396039812
1613,China,Fushun Zhongji power station,300,Operating,Not operating,Operating,Operating,Operating,Subcritical,WSTBituminous,41.819309999999994,123.8301,1.396039812,,1.396039812,1.396039812,1.396039812
1614,China,Fushun CHP power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,41.85387,123.882,0.3067057164,,,,
1615,China,Fushun CHP power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,41.85387,123.882,0.3067057164,,,,
1616,China,Fushun CHP power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,41.85387,123.882,0.3067057164,,,,
1617,China,Fushun CHP power station,50,Retired,Operating,Operating,Operating,Operating,Subcritical,Bituminous,41.85387,123.882,0.3067057164,0.3067057164,0.3067057164,0.3067057164,0.3067057164
1618,China,Fushun CHP power station,50,Retired,Operating,Operating,Operating,Operating,Subcritical,Bituminous,41.85387,123.882,0.3067057164,0.3067057164,0.3067057164,0.3067057164,0.3067057164
1619,China,Fushun CHP power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,41.85387,123.882,0.3067057164,,,,
1620,China,Fushun CHP power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,41.85387,123.882,0.3067057164,,,,
1621,China,Fushun CHP power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,41.85387,123.882,0.3067057164,,,,
1622,China,Fushun CHP power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,41.85387,123.882,0.3067057164,,,,
1623,China,Fushun CHP power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,41.85387,123.882,0.6134114327,,,,
1624,China,Fushun CHP power station,124,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,41.85387,123.882,0.7606301766,,,,
1625,China,Fuxi power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,28.666320000000002,104.6898,2.4527901180000002,2.4527901180000002,2.4527901180000002,2.4527901180000002,2.4527901180000002
1626,China,Fuxi power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,28.666320000000002,104.6898,2.4527901180000002,2.4527901180000002,2.4527901180000002,2.4527901180000002,2.4527901180000002
1627,China,Fuxin Jinshan Power Station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,WSTCOAL,41.784240000000004,121.4302,0.8249326164,0.8249326164,0.8249326164,0.8249326164,0.8249326164
1628,China,Fuxin Jinshan Power Station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,WSTCOAL,41.784240000000004,121.4302,0.8249326164,0.8249326164,0.8249326164,0.8249326164,0.8249326164
1629,China,Fuxin Jinshan Power Station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,WSTCOAL,41.784240000000004,121.4302,0.8249326164,0.8249326164,0.8249326164,0.8249326164,0.8249326164
1630,China,Fuxin Jinshan Power Station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,WSTCOAL,41.784240000000004,121.4302,0.8249326164,0.8249326164,0.8249326164,0.8249326164,0.8249326164
1631,China,Fuxin power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,41.99781,121.6635,0.6134114327,,,,
1632,China,Fuxin power station,125,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,41.99781,121.6635,0.7667642909000001,,,,
1633,China,Fuxin power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,41.99781,121.6635,1.184518629,1.184518629,1.184518629,1.184518629,1.184518629
1634,China,Fuxin power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,41.99781,121.6635,1.099910155,1.099910155,1.099910155,1.099910155,1.099910155
1635,China,Fuxin power station,350,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,41.99781,121.6635,1.7767779430000001,1.7767779430000001,1.7767779430000001,1.7767779430000001,1.7767779430000001
1636,China,Fuxin power station,350,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,41.99781,121.6635,1.7767779430000001,1.7767779430000001,1.7767779430000001,1.7767779430000001,1.7767779430000001
1637,China,Fuyang power station,660,permitted,Not operating,Not operating,Not operating,Not operating,Ultra-super,unknown,33.00444,115.8453,2.6961962319999997,,,,
1638,China,Fuyang power station,660,permitted,Not operating,Not operating,Not operating,Not operating,Ultra-super,unknown,33.00444,115.8453,2.6961962319999997,,,,
1639,China,Fuyang power station,640,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,33.00444,115.8453,2.877940405,2.877940405,2.877940405,2.877940405,2.877940405
1640,China,Fuyang power station,640,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,33.00444,115.8453,2.877940405,2.877940405,2.877940405,2.877940405,2.877940405
1641,China,Fuzhou Kemen power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,26.37343,119.7622,2.69806913,2.69806913,2.69806913,2.69806913,2.69806913
1642,China,Fuzhou Kemen power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,26.37343,119.7622,2.69806913,2.69806913,2.69806913,2.69806913,2.69806913
1643,China,Fuzhou Kemen power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,26.37343,119.7622,2.69806913,2.69806913,2.69806913,2.69806913,2.69806913
1644,China,Fuzhou Kemen power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,26.37343,119.7622,2.69806913,2.69806913,2.69806913,2.69806913,2.69806913
1645,China,Fuzhou Kemen power station,1 000,Shelved,Not operating,Not operating,Not operating,Not operating,Ultra-super,Bituminous,26.37343,119.7622,4.021381824,,,,
1646,China,Fuzhou Kemen power station,1 000,Shelved,Not operating,Not operating,Not operating,Not operating,Ultra-super,Bituminous,26.37343,119.7622,4.021381824,,,,
1647,China,Ganneng Fengcheng power station,700,Operating,Operating,Operating,Operating,Operating,supercritical,Unknown,28.19973,115.7096,3.197658745,3.197658745,3.197658745,3.197658745,3.197658745
1648,China,Ganneng Fengcheng power station,700,Operating,Operating,Operating,Operating,Operating,supercritical,Unknown,28.19973,115.7096,3.197658745,3.197658745,3.197658745,3.197658745,3.197658745
1649,China,Ganneng Fengcheng power station,1 000,construction,Not operating,Not operating,Not operating,Not operating,Ultra-super,Unknown,28.19973,115.7096,4.085145806,,,,
1650,China,Ganneng Fengcheng power station,1 000,construction,Not operating,Not operating,Not operating,Not operating,Ultra-super,Unknown,28.19973,115.7096,4.085145806,,,,
1651,China,Ganqimaodu Processing Industrial Park power station,350,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,42.40152,107.5657,1.6360954630000002,,,,
1652,China,Ganqimaodu Processing Industrial Park power station,350,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,42.40152,107.5657,1.6360954630000002,,,,
1653,China,Ganquanbao TBEA power station,350,Operating,Operating,Operating,Operating,Operating,Supercritical,Unknown,44.12471,87.77072,1.598829372,1.598829372,1.598829372,1.598829372,1.598829372
1654,China,Ganquanbao TBEA power station,350,Operating,Operating,Operating,Operating,Operating,Supercritical,Unknown,44.12471,87.77072,1.598829372,1.598829372,1.598829372,1.598829372,1.598829372
1655,China,Gansu Baiyin power station,350,Operating,Operating,Operating,Operating,Operating,Supercritical,unknown,36.52879,104.2275,1.598829372,1.598829372,1.598829372,1.598829372,1.598829372
1656,China,Gansu Baiyin power station,350,Operating,Operating,Operating,Operating,Operating,Supercritical,unknown,36.52879,104.2275,1.598829372,1.598829372,1.598829372,1.598829372,1.598829372
1657,China,Gansu Chongxin power station,660,Operating,Operating,Operating,Operating,Operating,Supercritical,unknown,35.27949,106.9194,3.014935388,3.014935388,3.014935388,3.014935388,3.014935388
1658,China,Gansu Chongxin power station,660,Operating,Operating,Operating,Operating,Operating,Supercritical,unknown,35.27949,106.9194,2.740850353,2.740850353,2.740850353,2.740850353,2.740850353
1659,China,Gansu Chongxin power station,1 000,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,35.27949,106.9194,4.249598605,,,,
1660,China,Gansu Chongxin power station,1 000,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,35.27949,106.9194,4.249598605,,,,
1661,China,Gansu Electric Guazhou Changle power station,1 000,Construction,Not operating,Not operating,Not operating,Not operating,Ultra-super,unknown,40.6599,96.51299999999999,4.085145806,,,,
1662,China,Gansu Electric Guazhou Changle power station,1 000,Construction,Not operating,Not operating,Not operating,Not operating,Ultra-super,unknown,40.6599,96.51299999999999,4.085145806,,,,
1663,China,Gansu Electric Guazhou Changle power station,1 000,Shelved,Not operating,Not operating,Not operating,Not operating,Ultra-super,unknown,40.6599,96.51299999999999,4.085145806,,,,
1664,China,Gansu Electric Guazhou Changle power station,1 000,Shelved,Not operating,Not operating,Not operating,Not operating,Ultra-super,unknown,40.6599,96.51299999999999,4.085145806,,,,
1665,China,Gaojing power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,39.94015,116.1296,0.6134114327,,,,
1666,China,Gaojing power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,39.94015,116.1296,0.6134114327,,,,
1667,China,Gaojing power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,39.94015,116.1296,0.6134114327,,,,
1668,China,Gaojing power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,39.94015,116.1296,0.6134114327,,,,
1669,China,Gaojing power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,39.94015,116.1296,0.6134114327,,,,
1670,China,Gaojing power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,39.94015,116.1296,0.6134114327,,,,
1671,China,Gaotang Economic Development power station,40,Pre-permit,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,36.85,116.2667,0.20398073309999998,,,,
1672,China,Gaotang Economic Development power station,40,Pre-permit,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,36.85,116.2667,0.20398073309999998,,,,
1673,China,Gaotang power station,48,Operating,Operating,Operating,Operating,Operating,Unknown,Unknown,36.86679,116.2335,0.265174953,0.265174953,0.265174953,0.265174953,0.265174953
1674,China,GEPIC Jinchang power station,99,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,38.378440000000005,102.0968,0.6169064514,,,,
1675,China,GEPIC Jinchang power station,330,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,38.50103,102.2698,1.535643794,1.535643794,1.535643794,1.535643794,1.535643794
1676,China,GEPIC Jinchang power station,330,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,38.50103,102.2698,1.535643794,1.535643794,1.535643794,1.535643794,1.535643794
1677,China,GEPIC Jinchang power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,38.378440000000005,102.0968,0.6231378297,,,,
1678,China,GEPIC Jinchang power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,38.378440000000005,102.0968,0.6231378297,,,,
1679,China,GEPIC Jinchang power station,330,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,38.378440000000005,102.0968,1.7018109000000001,1.7018109000000001,1.7018109000000001,1.7018109000000001,1.7018109000000001
1680,China,GEPIC Jinchang power station,330,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,38.378440000000005,102.0968,1.7018109000000001,1.7018109000000001,1.7018109000000001,1.7018109000000001,1.7018109000000001
1681,China,GEPIC Zhangye power station,325,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,39.071220000000004,100.4629,1.649865233,1.649865233,1.649865233,1.649865233,1.649865233
1682,China,GEPIC Zhangye power station,325,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,39.071220000000004,100.4629,1.649865233,1.649865233,1.649865233,1.649865233,1.649865233
1683,China,GEPIC Zhangye power station,660,Shelved,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,39.071220000000004,100.4629,2.760956696,,,,
1684,China,GEPIC Zhangye power station,660,Shelved,Not operating,Not operating,Not operating,Not operating,unknown,Bituminous,38.37502,102.0997,2.760956696,,,,
1685,China,Gold Huasheng Mill power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,31.306490000000004,120.8453,0.3008251592,0.3008251592,0.3008251592,0.3008251592,0.3008251592
1686,China,Gold Huasheng Mill power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,31.306490000000004,120.8453,0.3008251592,0.3008251592,0.3008251592,0.3008251592,0.3008251592
1687,China,Gongliu Cogen power station,350,Shelved,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,43.46667,82.14889000000001,1.6360954630000002,,,,
1688,China,Gongliu Cogen power station,350,Shelved,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,43.46667,82.14889000000001,1.6360954630000002,,,,
1689,China,Huadian Gongxian power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,ANTH,28.271320000000003,104.669,2.548723769,2.548723769,2.548723769,2.548723769,2.548723769
1690,China,Huadian Gongxian power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,ANTH,28.271320000000003,104.669,2.548723769,2.548723769,2.548723769,2.548723769,2.548723769
1691,China,Huadian Gongxian power station,1 000,Cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,Unknown,28.271320000000003,104.669,4.085145806,,,,
1692,China,Huadian Gongxian power station,1 000,Cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,Unknown,28.271320000000003,104.669,4.085145806,,,,
1693,China,Gongyi-2 power station,50,retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,34.693659999999994,112.9332,0.3115689148,,,,
1694,China,Gongyi-2 power station,50,retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,34.693659999999994,112.9332,0.3115689148,,,,
1695,China,Great Waste Coal power station,135,Operating,Operating,Operating,Operating,Operating,Unknown,WSTCOAL,39.41338,112.3903,0.7341634852,0.7341634852,0.7341634852,0.7341634852,0.7341634852
1696,China,Great Waste Coal power station,135,Operating,Operating,Operating,Operating,Operating,Unknown,WSTCOAL,39.41338,112.3903,0.7341634852,0.7341634852,0.7341634852,0.7341634852,0.7341634852
1697,China,GreenGen power station,250,Operating,Operating,Operating,Operating,Operating,IGCC,unknown,38.92504,117.7271,1.11531592,1.11531592,1.11531592,1.11531592,1.11531592
1698,China,GreenGen power station,400,Shelved,Not operating,Not operating,Not operating,Not operating,IGCC/CCS,unknown(CCS90),38.92504,117.3544,0.22470540460000002,,,,
1699,China,GreenGen power station,400,Shelved,Not operating,Not operating,Not operating,Not operating,IGCC/CCS,unknown(CCS90),38.92504,117.3544,0.22470540460000002,,,,
1700,China,Guang'an power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite/Bituminous,30.52882,106.8265,1.7056746280000001,1.7056746280000001,1.7056746280000001,1.7056746280000001,1.7056746280000001
1701,China,Guang'an power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite/Bituminous,30.52882,106.8265,1.7056746280000001,1.7056746280000001,1.7056746280000001,1.7056746280000001,1.7056746280000001
1702,China,Guang'an power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite/Bituminous,30.52882,106.8265,1.5744688869999999,1.5744688869999999,1.5744688869999999,1.5744688869999999,1.5744688869999999
1703,China,Guang'an power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite/Bituminous,30.52882,106.8265,1.5744688869999999,1.5744688869999999,1.5744688869999999,1.5744688869999999,1.5744688869999999
1704,China,Guang'an power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,ANTH,30.52882,106.8265,2.8035961460000003,2.8035961460000003,2.8035961460000003,2.8035961460000003,2.8035961460000003
1705,China,Guang'an power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,ANTH,30.52882,106.8265,2.8035961460000003,2.8035961460000003,2.8035961460000003,2.8035961460000003,2.8035961460000003
1706,China,Guangdong Huilai power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,23.00478,116.5472,2.69806913,2.69806913,2.69806913,2.69806913,2.69806913
1707,China,Guangdong Huilai power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,23.00478,116.5472,2.69806913,2.69806913,2.69806913,2.69806913,2.69806913
1708,China,Guangdong Huilai power station,1 000,Operating,Operating,Operating,Operating,Operating,Ultra-super,Bituminous,23.00478,116.5472,4.021381824,4.021381824,4.021381824,4.021381824,4.021381824
1709,China,Guangdong Huilai power station,1 000,Operating,Operating,Operating,Operating,Operating,Ultra-super,Bituminous,23.00478,116.5472,4.021381824,4.021381824,4.021381824,4.021381824,4.021381824
1710,China,Guangdong Huizhou Pinghai power station,1 000,Operating,Operating,Operating,Operating,Operating,Ultra-super,unknown,22.606460000000002,114.7419,4.493660387,4.493660387,4.493660387,4.493660387,4.493660387
1711,China,Guangdong Huizhou Pinghai power station,1 000,Operating,Operating,Operating,Operating,Operating,Ultra-super,unknown,22.606460000000002,114.7419,4.085145806,4.085145806,4.085145806,4.085145806,4.085145806
1712,China,Guangdong Huizhou Pinghai power station,1 000,Cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,unknown,22.606460000000002,114.7419,4.085145806,,,,
1713,China,Guangdong Huizhou Pinghai power station,1 000,Cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,unknown,22.606460000000002,114.7419,4.085145806,,,,
1714,China,Guangdong Jinwan power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,21.969170000000002,113.1797,2.69806913,2.69806913,2.69806913,2.69806913,2.69806913
1715,China,Guangdong Jinwan power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,21.969170000000002,113.1797,2.69806913,2.69806913,2.69806913,2.69806913,2.69806913
1716,China,Guangdong Jinwan power station,1 000,Cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,Bituminous,21.969170000000002,113.1797,4.021381824,,,,
1717,China,Guangdong Jinwan power station,1 000,Cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,Bituminous,21.969170000000002,113.1797,4.021381824,,,,
1718,China,Guangdong Shaoguan power station,330,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,24.58566,113.5829,1.740770151,1.740770151,1.740770151,1.740770151,1.740770151
1719,China,Guangdong Shaoguan power station,330,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,24.58566,113.5829,1.740770151,1.740770151,1.740770151,1.740770151,1.740770151
1720,China,Guangdong Shaoguan power station,600,Operating,Operating,Operating,Operating,Operating,Ultra-super,ANTH,24.682,113.605,2.5071997880000003,2.5071997880000003,2.5071997880000003,2.5071997880000003,2.5071997880000003
1721,China,Guangdong Shaoguan power station,600,Operating,Operating,Operating,Operating,Operating,Ultra-super,ANTH,24.682,113.605,2.5071997880000003,2.5071997880000003,2.5071997880000003,2.5071997880000003,2.5071997880000003
1722,China,Guangdong Zhongshan power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,22.69614,113.32,0.3115689148,,,,
1723,China,Guangdong Zhongshan power station,60,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,22.69614,113.32,0.3738826978,,,,
1724,China,Guangdong Zhongshan power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,22.69614,113.32,1.41817575,1.41817575,1.41817575,1.41817575,1.41817575
1725,China,Guangdong Zhongshan power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,22.69614,113.32,1.41817575,1.41817575,1.41817575,1.41817575,1.41817575
1726,China,Guangtou Beihai power station,1 000,permitted,Not operating,Not operating,Not operating,Not operating,Ultra-super,Unknown,21.54241,109.5767,4.085145806,,,,
1727,China,Guangtou Beihai power station,1 000,permitted,Not operating,Not operating,Not operating,Not operating,Ultra-super,Unknown,21.54241,109.5767,4.085145806,,,,
1728,China,Guangxi Hualei power station,350,operating,Not operating,Operating,Operating,Operating,Supercritical,Unknown,23.339679999999998,107.4941,1.598829372,,1.598829372,1.598829372,1.598829372
1729,China,Guangxi Hualei power station,350,operating,Not operating,Operating,Operating,Operating,Supercritical,Unknown,23.339679999999998,107.4941,1.598829372,,1.598829372,1.598829372,1.598829372
1730,China,Guangxi Hualei power station,350,operating,Not operating,Not operating,Operating,Operating,Supercritical,Unknown,23.339679999999998,107.4941,1.598829372,,,1.598829372,1.598829372
1731,China,Guangxi Luzhai power station,350,Operating,Operating,Operating,Operating,Operating,Supercritical,Unknown,24.456,109.6935,1.598829372,1.598829372,1.598829372,1.598829372,1.598829372
1732,China,Guangxi Luzhai power station,350,Operating,Operating,Operating,Operating,Operating,Supercritical,Unknown,24.456,109.6935,1.598829372,1.598829372,1.598829372,1.598829372,1.598829372
1733,China,Guangzhou Lixin power station,330,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,23.0942,113.565,1.559993325,1.559993325,1.559993325,1.559993325,1.559993325
1734,China,Guangzhou Lixin power station,330,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,23.0942,113.565,1.559993325,1.559993325,1.559993325,1.559993325,1.559993325
1735,China,Guangzhou Meishan Cogen power station,60,retired,Operating,Not operating,Not operating,Not operating,Subcritical,unknown,22.79235,113.4933,0.3738826978,0.3738826978,,,
1736,China,Guangzhou Nansha power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,22.86259,113.5229,1.547100818,1.547100818,1.547100818,1.547100818,1.547100818
1737,China,Guangzhou Nansha power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,22.86259,113.5229,1.547100818,1.547100818,1.547100818,1.547100818,1.547100818
1738,China,Guangzhou power station,60,retired,Operating,Operating,Not operating,Not operating,Subcritical,unknown,23.14198,113.2243,0.3738826978,0.3738826978,0.3738826978,,
1739,China,Guangzhou power station,60,retired,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,23.14198,113.2243,0.3738826978,,,,
1740,China,Guangzhou power station,60,retired,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,23.14198,113.2243,0.3738826978,,,,
1741,China,Guangzhou power station,60,retired,Not operating,Not operating,Not operating,Not operating,Subcritical,unknown,23.14198,113.2243,0.3738826978,,,,
1742,China,Guangzhou Refinery power station,100,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,23.11975,113.4691,0.5586752956000001,0.5586752956000001,0.5586752956000001,0.5586752956000001,0.5586752956000001
1743,China,Guangzhou Refinery power station,100,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,23.11975,113.4691,0.5586752956000001,0.5586752956000001,0.5586752956000001,0.5586752956000001,0.5586752956000001
1744,China,Guangzhou Wanglong Cogen power station,100,retired,Operating,Operating,Not operating,Not operating,Subcritical,unknown,23.09295,113.5648,0.6231378297,0.6231378297,0.6231378297,,
1745,China,Guangzhou Wanglong Cogen power station,100,retired,Operating,Operating,Not operating,Not operating,Subcritical,unknown,23.09295,113.5648,0.6231378297,0.6231378297,0.6231378297,,
1746,China,Guangzhou Yuanchun power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,23.129,113.264,0.2961296572,0.2961296572,0.2961296572,0.2961296572,0.2961296572
1747,China,Guangzhou Yuanchun power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,23.129,113.264,0.2961296572,0.2961296572,0.2961296572,0.2961296572,0.2961296572
1748,China,Guangzhou Yuanchun power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,23.129,113.264,0.2749775388,0.2749775388,0.2749775388,0.2749775388,0.2749775388
1749,China,Guangzhou Zhujiang power station,320,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,22.81482,113.5678,1.7598562480000002,1.7598562480000002,1.7598562480000002,1.7598562480000002,1.7598562480000002
1750,China,Guangzhou Zhujiang power station,320,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,22.81482,113.5678,1.7598562480000002,1.7598562480000002,1.7598562480000002,1.7598562480000002,1.7598562480000002
1751,China,Guangzhou Zhujiang power station,320,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,22.81482,113.5678,1.7598562480000002,1.7598562480000002,1.7598562480000002,1.7598562480000002,1.7598562480000002
1752,China,Guangzhou Zhujiang power station,320,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,22.81482,113.5678,1.7598562480000002,1.7598562480000002,1.7598562480000002,1.7598562480000002,1.7598562480000002
1753,China,Guangzhou Zhujiang power station,1 000,cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,Bituminous,22.81482,113.5678,4.021381824,,,,
1754,China,Guanzigou power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,Unknown,39.5307,111.3274,2.6961962319999997,,,,
1755,China,Guanzigou power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,Unknown,39.5307,111.3274,2.6961962319999997,,,,
1756,China,Guidong Power Hezhou power station,350,Pre-permit,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,23.985329999999998,111.6935,1.598829372,,,,
1757,China,Guidong Power Hezhou power station,350,Pre-permit,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,23.985329999999998,111.6935,1.598829372,,,,
1758,China,Guixi power station,125,retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,28.289140000000003,117.2235,0.7667642909000001,,,,
1759,China,Guixi power station,125,retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,28.289140000000003,117.2235,0.7667642909000001,,,,
1760,China,Guixi power station,125,retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,28.289140000000003,117.2235,0.7667642909000001,,,,
