,latitude,longitude,Data source,CO2/CO2e emissions source,CO2/CO2e emissions (in tonnes per year),CO2 or CO2e
7623,40.8548,-98.3482,World Resources Institute and ADEME for the emissions factors,Coal power plant,520548.00104999996,CO2
7624,41.5572,-93.5242,World Resources Institute and ADEME for the emissions factors,Gas power plant,10615.609000000002,CO2
7626,43.7994,-92.6829,World Resources Institute and ADEME for the emissions factors,Gas power plant,57509.816557000006,CO2
7627,38.4006,-78.8983,World Resources Institute and ADEME for the emissions factors,Oil power plant,136.47675999999998,CO2
7628,39.3325,-81.3642,World Resources Institute and ADEME for the emissions factors,Gas power plant,215324.13611400002,CO2
7629,35.6644,-89.9489,World Resources Institute and ADEME for the emissions factors,Coal power plant,4835586.0084,CO2
7631,44.0933,-94.2767,World Resources Institute and ADEME for the emissions factors,Oil power plant,5110.4486,CO2
7632,28.6527,-96.56,World Resources Institute and ADEME for the emissions factors,Gas power plant,40303.36032,CO2
7633,27.7286,-81.9897,World Resources Institute and ADEME for the emissions factors,Gas power plant,985199.664987,CO2
7634,36.7198,-97.0858,World Resources Institute and ADEME for the emissions factors,Gas power plant,63.79200000000001,CO2
7636,37.2953,-77.9862,World Resources Institute and ADEME for the emissions factors,Oil power plant,164.936,CO2
7637,36.7597,-90.3903,World Resources Institute and ADEME for the emissions factors,Gas power plant,303.455,CO2
7638,21.8996,-159.585,World Resources Institute and ADEME for the emissions factors,Oil power plant,87693.82600000002,CO2
7639,30.477,-91.211,World Resources Institute and ADEME for the emissions factors,Gas power plant,21727.378000000004,CO2
7640,29.9649,-93.8913,World Resources Institute and ADEME for the emissions factors,Gas power plant,124144.548,CO2
7642,26.0856,-80.1253,World Resources Institute and ADEME for the emissions factors,Gas power plant,2667545.3152409997,CO2
7643,40.9497,-73.0785,World Resources Institute and ADEME for the emissions factors,Gas power plant,193857.684671,CO2
7644,29.9788,-93.9523,World Resources Institute and ADEME for the emissions factors,Gas power plant,116915.23100000001,CO2
7645,43.3842,-87.8689,World Resources Institute and ADEME for the emissions factors,Gas power plant,2577442.6650000005,CO2
7646,46.1789,-123.172,World Resources Institute and ADEME for the emissions factors,Gas power plant,1063429.0310000004,CO2
7647,46.1789,-123.1719,World Resources Institute and ADEME for the emissions factors,Gas power plant,64839.69500000001,CO2
7648,47.8333,-103.6436,World Resources Institute and ADEME for the emissions factors,Oil power plant,2.334,CO2
7649,48.145,-103.6375,World Resources Institute and ADEME for the emissions factors,Oil power plant,2.334,CO2
7651,47.0808,-88.6472,World Resources Institute and ADEME for the emissions factors,Oil power plant,2238.306,CO2
7653,41.6317,-87.1728,World Resources Institute and ADEME for the emissions factors,Gas power plant,129083.11200000001,CO2
7656,40.6182,-74.0685,World Resources Institute and ADEME for the emissions factors,Gas power plant,28788.355,CO2
7658,29.2293,-95.1952,World Resources Institute and ADEME for the emissions factors,Gas power plant,109969.434,CO2
7660,33.1707,-96.1264,World Resources Institute and ADEME for the emissions factors,Gas power plant,7962.039,CO2
7662,41.944,-91.6392,World Resources Institute and ADEME for the emissions factors,Coal power plant,338218.64999999997,CO2
7663,39.7611,-99.3058,World Resources Institute and ADEME for the emissions factors,Gas power plant,92.38765000000001,CO2
7664,38.2792,-89.6669,World Resources Institute and ADEME for the emissions factors,Coal power plant,11150114.4804,CO2
7665,41.0606,-87.3071,World Resources Institute and ADEME for the emissions factors,Gas power plant,3322.5,CO2
7666,37.6359,-98.7433,World Resources Institute and ADEME for the emissions factors,Gas power plant,618.8709999999999,CO2
7667,41.7483,-72.6367,World Resources Institute and ADEME for the emissions factors,Gas power plant,1298.433,CO2
7668,37.6356,-98.745,World Resources Institute and ADEME for the emissions factors,Gas power plant,392.94100000000003,CO2
7671,42.0507,-90.3942,World Resources Institute and ADEME for the emissions factors,Gas power plant,0.443,CO2
7672,43.6661,-92.0831,World Resources Institute and ADEME for the emissions factors,Gas power plant,73.095,CO2
7673,36.6592,-76.9267,World Resources Institute and ADEME for the emissions factors,Oil power plant,24.118,CO2
7675,41.3755,-89.4649,World Resources Institute and ADEME for the emissions factors,Gas power plant,766.8330000000001,CO2
7676,45.5695,-93.5872,World Resources Institute and ADEME for the emissions factors,Oil power plant,273.07800000000003,CO2
7679,39.175,-84.5042,World Resources Institute and ADEME for the emissions factors,Gas power plant,8878.163,CO2
7680,41.5743,-76.0432,World Resources Institute and ADEME for the emissions factors,Gas power plant,389073.16699999996,CO2
7683,38.3208,-104.5264,World Resources Institute and ADEME for the emissions factors,Gas power plant,613399.507,CO2
7684,44.54,-88.0086,World Resources Institute and ADEME for the emissions factors,Coal power plant,429999.14684999996,CO2
7685,19.6316,-155.0313,World Resources Institute and ADEME for the emissions factors,Oil power plant,12494.679999999998,CO2
7686,40.4172,-86.9122,World Resources Institute and ADEME for the emissions factors,Gas power plant,73540.110452,CO2
7687,42.7108,-83.4561,World Resources Institute and ADEME for the emissions factors,Oil power plant,87.914,CO2
7688,32.2363,-108.5494,World Resources Institute and ADEME for the emissions factors,Gas power plant,11182.206000000002,CO2
7689,32.9042,-117.2011,World Resources Institute and ADEME for the emissions factors,Gas power plant,15600.245,CO2
7690,31.8414,-102.315,World Resources Institute and ADEME for the emissions factors,Gas power plant,269064.91,CO2
7691,33.3792,-89.2089,World Resources Institute and ADEME for the emissions factors,Gas power plant,1540732.2929999998,CO2
7693,35.1828,-103.7311,World Resources Institute and ADEME for the emissions factors,Oil power plant,262.18600000000004,CO2
7694,39.1492,-94.6381,World Resources Institute and ADEME for the emissions factors,Gas power plant,35929.515,CO2
7696,37.6461,-87.5,World Resources Institute and ADEME for the emissions factors,Coal power plant,2873116.0815,CO2
7697,31.2186,-89.394,World Resources Institute and ADEME for the emissions factors,Coal power plant,411318.6,CO2
7698,38.2636,-85.8381,World Resources Institute and ADEME for the emissions factors,Coal power plant,340448.85104999994,CO2
7699,46.8669,-100.8836,World Resources Institute and ADEME for the emissions factors,Coal power plant,484547.6958,CO2
7700,41.2164,-87.0261,World Resources Institute and ADEME for the emissions factors,Coal power plant,4647370.34475,CO2
7701,30.2844,-93.2911,World Resources Institute and ADEME for the emissions factors,Coal power plant,4356292.5084,CO2
7702,32.6581,-98.3103,World Resources Institute and ADEME for the emissions factors,Gas power plant,111419.375215,CO2
7704,30.221,-93.2992,World Resources Institute and ADEME for the emissions factors,Gas power plant,1356479.7462900002,CO2
7705,38.6996,-88.5392,World Resources Institute and ADEME for the emissions factors,Gas power plant,3198.46,CO2
7706,37.1804,-80.5428,World Resources Institute and ADEME for the emissions factors,Gas power plant,13288.671,CO2
7707,38.7876,-94.2777,World Resources Institute and ADEME for the emissions factors,Gas power plant,3069.99,CO2
7709,40.3122,-88.1594,World Resources Institute and ADEME for the emissions factors,Oil power plant,125.25800000000001,CO2
7710,40.5744,-74.6481,World Resources Institute and ADEME for the emissions factors,Gas power plant,1239.5140000000001,CO2
7711,32.6547,-88.7622,World Resources Institute and ADEME for the emissions factors,Gas power plant,1671017.264,CO2
7712,47.8043,-116.8673,World Resources Institute and ADEME for the emissions factors,Gas power plant,17992.445,CO2
7713,47.7858,-116.9203,World Resources Institute and ADEME for the emissions factors,Gas power plant,582148.072,CO2
7714,40.7592,-73.9461,World Resources Institute and ADEME for the emissions factors,Gas power plant,2313026.1602020003,CO2
7715,40.8609,-105.0212,World Resources Institute and ADEME for the emissions factors,Gas power plant,1000558.9007100003,CO2
7716,38.6335,-104.7058,World Resources Institute and ADEME for the emissions factors,Coal power plant,1267726.9520999999,CO2
7718,30.2346,-92.2722,World Resources Institute and ADEME for the emissions factors,Oil power plant,5.446,CO2
7719,40.1501,-122.2124,World Resources Institute and ADEME for the emissions factors,Gas power plant,11181.762999999999,CO2
7720,38.2165,-89.9992,World Resources Institute and ADEME for the emissions factors,Oil power plant,56.794,CO2
7722,40.098,-98.519,World Resources Institute and ADEME for the emissions factors,Oil power plant,48.236,CO2
7723,26.4511,-98.1775,World Resources Institute and ADEME for the emissions factors,Gas power plant,2919.813,CO2
7724,33.3346,-112.8406,World Resources Institute and ADEME for the emissions factors,Gas power plant,2285392.257,CO2
7726,39.6101,-75.6297,World Resources Institute and ADEME for the emissions factors,Gas power plant,91017.451,CO2
7727,40.4487,-74.3489,World Resources Institute and ADEME for the emissions factors,Gas power plant,2638179.294,CO2
7728,35.6856,-97.2264,World Resources Institute and ADEME for the emissions factors,Gas power plant,3231407.239,CO2
7729,40.5073,-122.4233,World Resources Institute and ADEME for the emissions factors,Gas power plant,134300.766,CO2
7730,44.5431,-95.1178,World Resources Institute and ADEME for the emissions factors,Gas power plant,674.2459999999999,CO2
7732,37.9369,-121.3294,World Resources Institute and ADEME for the emissions factors,Gas power plant,5675.94636,CO2
7733,38.5442,-77.7714,World Resources Institute and ADEME for the emissions factors,Gas power plant,295519.097557,CO2
7734,43.1864,-84.8429,World Resources Institute and ADEME for the emissions factors,Gas power plant,461541.765,CO2
7735,39.9294,-83.012,World Resources Institute and ADEME for the emissions factors,Oil power plant,3.8122000000000007,CO2
7736,40.9395,-87.1545,World Resources Institute and ADEME for the emissions factors,Gas power plant,5521.995,CO2
7738,32.357,-90.213,World Resources Institute and ADEME for the emissions factors,Gas power plant,122923.64000000001,CO2
7739,39.8069,-89.6417,World Resources Institute and ADEME for the emissions factors,Oil power plant,32.676,CO2
7740,45.6394,-89.4205,World Resources Institute and ADEME for the emissions factors,Gas power plant,21138.188000000002,CO2
7741,41.8103,-71.41,World Resources Institute and ADEME for the emissions factors,Gas power plant,9995.409,CO2
7742,41.8017,-71.5186,World Resources Institute and ADEME for the emissions factors,Gas power plant,1011793.3940000001,CO2
7743,29.721,-95.3954,World Resources Institute and ADEME for the emissions factors,Gas power plant,2634.3615200000004,CO2
7744,32.5836,-116.9309,World Resources Institute and ADEME for the emissions factors,Gas power plant,2966.91276,CO2
7745,40.8158,-73.064,World Resources Institute and ADEME for the emissions factors,Gas power plant,516966.3814430001,CO2
7746,41.3052,-84.3346,World Resources Institute and ADEME for the emissions factors,Gas power plant,63838.958,CO2
7747,39.8396,-84.9657,World Resources Institute and ADEME for the emissions factors,Gas power plant,1336.531,CO2
7748,37.9418,-122.3909,World Resources Institute and ADEME for the emissions factors,Gas power plant,398953.396,CO2
7749,39.9845,-75.0752,World Resources Institute and ADEME for the emissions factors,Oil power plant,486.25,CO2
7750,39.5173,-107.7299,World Resources Institute and ADEME for the emissions factors,Gas power plant,799.172,CO2
7751,42.8333,-86.0053,World Resources Institute and ADEME for the emissions factors,Gas power plant,352.185,CO2
7752,35.026,-106.644,World Resources Institute and ADEME for the emissions factors,Gas power plant,49545.563,CO2
7753,31.8047,-106.5472,World Resources Institute and ADEME for the emissions factors,Gas power plant,339598.4840000001,CO2
7754,29.5931,-97.9732,World Resources Institute and ADEME for the emissions factors,Gas power plant,1364079.398,CO2
7755,37.7315,-121.116,World Resources Institute and ADEME for the emissions factors,Gas power plant,30639.209,CO2
7757,45.6497,-122.7256,World Resources Institute and ADEME for the emissions factors,Gas power plant,638207.507,CO2
7758,42.2739,-83.1119,World Resources Institute and ADEME for the emissions factors,Coal power plant,1053041.84685,CO2
7759,40.87,-73.8244,World Resources Institute and ADEME for the emissions factors,Gas power plant,54234.81989,CO2
7760,41.54,-90.4481,World Resources Institute and ADEME for the emissions factors,Gas power plant,2442.2590000000005,CO2
7761,39.2369,-76.5133,World Resources Institute and ADEME for the emissions factors,Oil power plant,1116.43,CO2
7762,45.0203,-93.2753,World Resources Institute and ADEME for the emissions factors,Gas power plant,1077633.366166,CO2
7763,35.9978,-95.9567,World Resources Institute and ADEME for the emissions factors,Gas power plant,144191.62700000004,CO2
7764,42.5831,-89.0358,World Resources Institute and ADEME for the emissions factors,Gas power plant,1014762.823,CO2
7765,33.9636,-117.4528,World Resources Institute and ADEME for the emissions factors,Gas power plant,30941.335,CO2
7766,38.1917,-82.6046,World Resources Institute and ADEME for the emissions factors,Gas power plant,231822.78600000002,CO2
7767,37.0726,-94.6987,World Resources Institute and ADEME for the emissions factors,Gas power plant,334118.5740000001,CO2
7768,38.0144,-121.7907,World Resources Institute and ADEME for the emissions factors,Gas power plant,8026.717,CO2
7770,26.7653,-80.0525,World Resources Institute and ADEME for the emissions factors,Gas power plant,2778390.526573,CO2
7771,44.3331,-69.2019,World Resources Institute and ADEME for the emissions factors,Oil power plant,55.23800000000001,CO2
7773,30.305,-97.7077,World Resources Institute and ADEME for the emissions factors,Gas power plant,12541.773,CO2
7774,40.9297,-84.7392,World Resources Institute and ADEME for the emissions factors,Gas power plant,46748.903114,CO2
7775,32.5792,-83.5822,World Resources Institute and ADEME for the emissions factors,Gas power plant,4661.246,CO2
7776,45.8054,-92.9718,World Resources Institute and ADEME for the emissions factors,Oil power plant,213.17199999999997,CO2
7777,43.4294,-96.1692,World Resources Institute and ADEME for the emissions factors,Oil power plant,12.448,CO2
7780,43.0489,-92.9468,World Resources Institute and ADEME for the emissions factors,Oil power plant,6.224,CO2
7781,36.3297,-79.8297,World Resources Institute and ADEME for the emissions factors,Gas power plant,571676.880114,CO2
7782,37.9256,-87.0372,World Resources Institute and ADEME for the emissions factors,Coal power plant,12135763.653299998,CO2
7783,37.7036,-77.6639,World Resources Institute and ADEME for the emissions factors,Oil power plant,73.132,CO2
7784,32.9553,-115.5364,World Resources Institute and ADEME for the emissions factors,Oil power plant,1220.682,CO2
7786,40.0908,-104.5953,World Resources Institute and ADEME for the emissions factors,Gas power plant,824212.5750000001,CO2
7787,42.0931,-88.2397,World Resources Institute and ADEME for the emissions factors,Gas power plant,33281.704,CO2
7788,32.6325,-117.0997,World Resources Institute and ADEME for the emissions factors,Gas power plant,9318.947999999999,CO2
7789,40.7316,-96.7364,World Resources Institute and ADEME for the emissions factors,Gas power plant,10613.394,CO2
7790,35.7342,-119.2367,World Resources Institute and ADEME for the emissions factors,Gas power plant,2839.187,CO2
7791,35.7397,-119.2381,World Resources Institute and ADEME for the emissions factors,Gas power plant,2761.662,CO2
7792,35.6531,-119.8897,World Resources Institute and ADEME for the emissions factors,Gas power plant,3305.666,CO2
7793,39.0839,-82.3328,World Resources Institute and ADEME for the emissions factors,Gas power plant,181925.924,CO2
7797,38.8107,-121.3238,World Resources Institute and ADEME for the emissions factors,Gas power plant,444.32899999999995,CO2
7798,38.7928,-121.3811,World Resources Institute and ADEME for the emissions factors,Gas power plant,172549.38599999997,CO2
7799,41.6578,-76.0492,World Resources Institute and ADEME for the emissions factors,Gas power plant,38601.24800000001,CO2
7800,42.5217,-70.9387,World Resources Institute and ADEME for the emissions factors,Gas power plant,7390.5689999999995,CO2
7802,33.4366,-80.8474,World Resources Institute and ADEME for the emissions factors,Gas power plant,6.201999999999999,CO2
7803,36.4833,-79.0731,World Resources Institute and ADEME for the emissions factors,Coal power plant,8727657.7563,CO2
7804,37.5586,-101.0994,World Resources Institute and ADEME for the emissions factors,Gas power plant,16549.150999999998,CO2
7805,44.5303,-70.5219,World Resources Institute and ADEME for the emissions factors,Gas power plant,183062.219,CO2
7806,38.1312,-90.2632,World Resources Institute and ADEME for the emissions factors,Coal power plant,6726502.654200002,CO2
7807,37.6347,-122.1338,World Resources Institute and ADEME for the emissions factors,Gas power plant,348617.07800000004,CO2
7808,38.8933,-98.8569,World Resources Institute and ADEME for the emissions factors,Gas power plant,99.675,CO2
7811,43.603,-72.9923,World Resources Institute and ADEME for the emissions factors,Oil power plant,632.514,CO2
7813,30.1623,-84.2007,World Resources Institute and ADEME for the emissions factors,Gas power plant,400556.615658,CO2
7815,37.9103,-87.9261,World Resources Institute and ADEME for the emissions factors,Gas power plant,7774.650000000001,CO2
7816,37.3617,-121.9436,World Resources Institute and ADEME for the emissions factors,Oil power plant,144.8636,CO2
7817,38.5309,-121.4001,World Resources Institute and ADEME for the emissions factors,Gas power plant,321840.829,CO2
7818,37.7239,-122.4775,World Resources Institute and ADEME for the emissions factors,Gas power plant,668.044,CO2
7820,37.4344,-121.9464,World Resources Institute and ADEME for the emissions factors,Gas power plant,14193.277,CO2
7821,38.511,-121.4735,World Resources Institute and ADEME for the emissions factors,Gas power plant,373169.4669999999,CO2
7823,39.95,-83.0158,World Resources Institute and ADEME for the emissions factors,Oil power plant,1.52488,CO2
7824,40.7979,-73.5657,World Resources Institute and ADEME for the emissions factors,Gas power plant,4584.607,CO2
7826,30.0242,-93.878,World Resources Institute and ADEME for the emissions factors,Gas power plant,2407211.493127,CO2
7827,30.0444,-93.7714,World Resources Institute and ADEME for the emissions factors,Gas power plant,273498.454,CO2
7828,30.0552,-93.7579,World Resources Institute and ADEME for the emissions factors,Gas power plant,1309403.8954430001,CO2
7831,36.0417,-115.0117,World Resources Institute and ADEME for the emissions factors,Gas power plant,334104.40065799997,CO2
7832,36.8347,-119.7667,World Resources Institute and ADEME for the emissions factors,Gas power plant,11986.251,CO2
7834,34.0303,-118.4784,World Resources Institute and ADEME for the emissions factors,Gas power plant,5.7589999999999995,CO2
7836,37.2894,-80.07,World Resources Institute and ADEME for the emissions factors,Oil power plant,80.134,CO2
7837,37.2794,-80.0447,World Resources Institute and ADEME for the emissions factors,Oil power plant,121.368,CO2
7838,37.2875,-80.0771,World Resources Institute and ADEME for the emissions factors,Oil power plant,133.038,CO2
7839,35.9515,-120.8679,World Resources Institute and ADEME for the emissions factors,Gas power plant,131012.37700000004,CO2
7841,45.1834,-113.8853,World Resources Institute and ADEME for the emissions factors,Oil power plant,15.56,CO2
7844,34.1019,-117.6381,World Resources Institute and ADEME for the emissions factors,Gas power plant,6162.6173,CO2
7845,32.7782,-117.0701,World Resources Institute and ADEME for the emissions factors,Gas power plant,25095.064000000002,CO2
7847,29.6948,-95.0406,World Resources Institute and ADEME for the emissions factors,Gas power plant,431614.457,CO2
7849,36.8006,-108.4386,World Resources Institute and ADEME for the emissions factors,Coal power plant,10791441.7947,CO2
7851,28.7044,-98.4775,World Resources Institute and ADEME for the emissions factors,Coal power plant,2469450.9294000003,CO2
7852,30.2098,-97.6129,World Resources Institute and ADEME for the emissions factors,Gas power plant,713406.314,CO2
7853,30.5659,-97.064,World Resources Institute and ADEME for the emissions factors,Coal power plant,4148000.829,CO2
7854,30.5681,-97.0614,World Resources Institute and ADEME for the emissions factors,Coal power plant,4582798.4874,CO2
7858,35.0408,-120.6367,World Resources Institute and ADEME for the emissions factors,Gas power plant,7105.277000000001,CO2
7859,37.7192,-121.8869,World Resources Institute and ADEME for the emissions factors,Gas power plant,236.11899999999997,CO2
7860,30.5664,-87.115,World Resources Institute and ADEME for the emissions factors,Gas power plant,655807.011,CO2
7861,33.3325,-111.7503,World Resources Institute and ADEME for the emissions factors,Gas power plant,1322434.297,CO2
7862,44.7132,-73.4557,World Resources Institute and ADEME for the emissions factors,Gas power plant,39240.49700000001,CO2
7863,41.6416,-99.3698,World Resources Institute and ADEME for the emissions factors,Oil power plant,5.446,CO2
7864,35.9359,-120.8408,World Resources Institute and ADEME for the emissions factors,Gas power plant,131267.545,CO2
7865,41.1706,-95.9706,World Resources Institute and ADEME for the emissions factors,Gas power plant,23376.224000000002,CO2
7867,40.4765,-74.3523,World Resources Institute and ADEME for the emissions factors,Gas power plant,1655.0480000000002,CO2
7868,40.439,-74.3444,World Resources Institute and ADEME for the emissions factors,Gas power plant,416938.31,CO2
7870,33.9182,-118.4276,World Resources Institute and ADEME for the emissions factors,Gas power plant,629042.2804429999,CO2
7871,33.0606,-83.8075,World Resources Institute and ADEME for the emissions factors,Coal power plant,17052268.2561,CO2
7872,43.0978,-70.7842,World Resources Institute and ADEME for the emissions factors,Coal power plant,395304.00315,CO2
7873,39.9419,-75.1883,World Resources Institute and ADEME for the emissions factors,Oil power plant,57.57200000000001,CO2
7875,39.9433,-74.0786,World Resources Institute and ADEME for the emissions factors,Oil power plant,234.178,CO2
7876,34.9653,-81.1872,World Resources Institute and ADEME for the emissions factors,Oil power plant,142.374,CO2
7877,66.6068,-160.0148,World Resources Institute and ADEME for the emissions factors,Oil power plant,2187.7360000000003,CO2
7878,59.4395,-151.7134,World Resources Institute and ADEME for the emissions factors,Oil power plant,67.686,CO2
7880,29.7331,-81.6328,World Resources Institute and ADEME for the emissions factors,Coal power plant,7954103.816400001,CO2
7882,30.4178,-81.5978,World Resources Institute and ADEME for the emissions factors,Gas power plant,54691.894,CO2
7883,34.6875,-82.9525,World Resources Institute and ADEME for the emissions factors,Oil power plant,1482.868,CO2
7884,33.9342,-116.5714,World Resources Institute and ADEME for the emissions factors,Gas power plant,199044.33,CO2
7885,41.0317,-81.8714,World Resources Institute and ADEME for the emissions factors,Oil power plant,256.74,CO2
7886,60.1309,-149.435,World Resources Institute and ADEME for the emissions factors,Oil power plant,81.69,CO2
7888,33.9486,-85.2769,World Resources Institute and ADEME for the emissions factors,Gas power plant,206497.362,CO2
7895,41.0675,-78.3662,World Resources Institute and ADEME for the emissions factors,Gas power plant,79962.82811399999,CO2
7896,43.7518,-87.8781,World Resources Institute and ADEME for the emissions factors,Gas power plant,34209.789,CO2
7897,42.8347,-89.1108,World Resources Institute and ADEME for the emissions factors,Gas power plant,552.421,CO2
7898,39.6948,-92.047,World Resources Institute and ADEME for the emissions factors,Oil power plant,14.004000000000001,CO2
7899,39.6948,-92.0467,World Resources Institute and ADEME for the emissions factors,Oil power plant,21.784,CO2
7900,39.6975,-92.0535,World Resources Institute and ADEME for the emissions factors,Oil power plant,11.67,CO2
7904,40.8969,-82.6625,World Resources Institute and ADEME for the emissions factors,Oil power plant,83.246,CO2
7905,40.9089,-82.6533,World Resources Institute and ADEME for the emissions factors,Oil power plant,73.91,CO2
7906,40.5589,-96.7847,World Resources Institute and ADEME for the emissions factors,Coal power plant,541260.3042000002,CO2
7907,30.1875,-90.984,World Resources Institute and ADEME for the emissions factors,Gas power plant,254711.26700000002,CO2
7908,29.7232,-95.1289,World Resources Institute and ADEME for the emissions factors,Gas power plant,671676.1569999999,CO2
7909,40.7707,-95.3768,World Resources Institute and ADEME for the emissions factors,Oil power plant,207.726,CO2
7911,45.3808,-93.8931,World Resources Institute and ADEME for the emissions factors,Coal power plant,12355381.10625,CO2
7913,34.8392,-79.7406,World Resources Institute and ADEME for the emissions factors,Gas power plant,4721600.29785,CO2
7914,46.5306,-87.3922,World Resources Institute and ADEME for the emissions factors,Coal power plant,300044.85,CO2
7915,66.2551,-166.0736,World Resources Institute and ADEME for the emissions factors,Oil power plant,1274.364,CO2
7917,40.9616,-72.865,World Resources Institute and ADEME for the emissions factors,Oil power plant,4098.504,CO2
7921,41.8805,-110.0904,World Resources Institute and ADEME for the emissions factors,Gas power plant,352536.742,CO2
7922,39.1783,-94.1844,World Resources Institute and ADEME for the emissions factors,Coal power plant,1408986.61365,CO2
7923,43.3969,-95.7497,World Resources Institute and ADEME for the emissions factors,Oil power plant,15.248800000000003,CO2
7924,43.405,-95.7261,World Resources Institute and ADEME for the emissions factors,Oil power plant,80.0562,CO2
7925,41.1456,-102.9778,World Resources Institute and ADEME for the emissions factors,Gas power plant,2.658,CO2
7926,40.2792,-84.191,World Resources Institute and ADEME for the emissions factors,Oil power plant,83.246,CO2
7927,47.7172,-104.1356,World Resources Institute and ADEME for the emissions factors,Coal power plant,10377.15,CO2
7928,39.7242,-121.8153,World Resources Institute and ADEME for the emissions factors,Gas power plant,4266.976,CO2
7929,33.8625,-98.5894,World Resources Institute and ADEME for the emissions factors,Gas power plant,1826.046,CO2
7931,36.8791,-89.6209,World Resources Institute and ADEME for the emissions factors,Coal power plant,1611730.07835,CO2
7934,47.2866,-91.2605,World Resources Institute and ADEME for the emissions factors,Coal power plant,333612.3,CO2
7935,31.6004,-89.9468,World Resources Institute and ADEME for the emissions factors,Gas power plant,43273.126000000004,CO2
7936,36.4078,-114.9606,World Resources Institute and ADEME for the emissions factors,Gas power plant,1198182.986,CO2
7937,30.1456,-97.2708,World Resources Institute and ADEME for the emissions factors,Gas power plant,178168.841,CO2
7938,42.5678,-71.7739,World Resources Institute and ADEME for the emissions factors,Gas power plant,4172.174,CO2
7939,41.7795,-107.1097,World Resources Institute and ADEME for the emissions factors,Gas power plant,5524.87893,CO2
7941,43.495,-76.4511,World Resources Institute and ADEME for the emissions factors,Gas power plant,2103475.5917,CO2
7943,59.4545,-135.3131,World Resources Institute and ADEME for the emissions factors,Oil power plant,2163.618,CO2
7944,29.5503,-96.5378,World Resources Institute and ADEME for the emissions factors,Gas power plant,14936.631,CO2
7948,33.5682,-86.7987,World Resources Institute and ADEME for the emissions factors,Gas power plant,10510.706600000005,CO2
7949,32.9842,-83.8464,World Resources Institute and ADEME for the emissions factors,Gas power plant,86707.947,CO2
7951,37.9955,-76.0389,World Resources Institute and ADEME for the emissions factors,Oil power plant,45.902,CO2
7952,34.7463,-78.8073,World Resources Institute and ADEME for the emissions factors,Oil power plant,78.57799999999999,CO2
7953,35.2683,-77.6592,World Resources Institute and ADEME for the emissions factors,Oil power plant,1268.70016,CO2
7954,35.6943,-77.9192,World Resources Institute and ADEME for the emissions factors,Oil power plant,266.854,CO2
7955,64.5053,-165.4298,World Resources Institute and ADEME for the emissions factors,Oil power plant,24776.966,CO2
7956,40.5834,-111.6539,World Resources Institute and ADEME for the emissions factors,Gas power plant,6.201999999999999,CO2
7957,38.2494,-122.0394,World Resources Institute and ADEME for the emissions factors,Gas power plant,4404.3060000000005,CO2
7958,60.4994,-150.9972,World Resources Institute and ADEME for the emissions factors,Gas power plant,17548.115999999998,CO2
7960,47.5446,-95.1297,World Resources Institute and ADEME for the emissions factors,Gas power plant,17502.487,CO2
7961,43.3589,-78.6047,World Resources Institute and ADEME for the emissions factors,Coal power plant,659013.6052499999,CO2
7962,34.3853,-80.0678,World Resources Institute and ADEME for the emissions factors,Coal power plant,158393.55000000002,CO2
7963,38.4667,-122.7234,World Resources Institute and ADEME for the emissions factors,Gas power plant,2065.7090000000003,CO2
7964,36.4531,-97.0528,World Resources Institute and ADEME for the emissions factors,Coal power plant,4277120.4084,CO2
7965,35.4386,-119.7075,World Resources Institute and ADEME for the emissions factors,Gas power plant,190012.003,CO2
7966,42.2913,-73.9865,World Resources Institute and ADEME for the emissions factors,Oil power plant,46.68,CO2
7968,43.7353,-88.4967,World Resources Institute and ADEME for the emissions factors,Gas power plant,7707.7570000000005,CO2
7969,44.5331,-95.1122,World Resources Institute and ADEME for the emissions factors,Oil power plant,211.616,CO2
7971,40.9,-72.382,World Resources Institute and ADEME for the emissions factors,Oil power plant,1271.252,CO2
7972,38.6803,-94.4824,World Resources Institute and ADEME for the emissions factors,Gas power plant,2062.165,CO2
7973,41.9092,-89.0504,World Resources Institute and ADEME for the emissions factors,Oil power plant,1168.5559999999998,CO2
7974,41.7495,-72.6524,World Resources Institute and ADEME for the emissions factors,Oil power plant,1007.51,CO2
7976,40.6853,-73.4258,World Resources Institute and ADEME for the emissions factors,Gas power plant,2720.0200000000004,CO2
7977,42.7317,-92.4711,World Resources Institute and ADEME for the emissions factors,Oil power plant,37.344,CO2
7978,34.8678,-114.5317,World Resources Institute and ADEME for the emissions factors,Gas power plant,44478.972,CO2
7979,42.7114,-91.5469,World Resources Institute and ADEME for the emissions factors,Oil power plant,12.448,CO2
7980,61.1674,-149.9053,World Resources Institute and ADEME for the emissions factors,Gas power plant,386291.57,CO2
7981,41.7181,-87.5449,World Resources Institute and ADEME for the emissions factors,Gas power plant,17621.654,CO2
7982,35.4206,-118.9644,World Resources Institute and ADEME for the emissions factors,Gas power plant,61007.301999999996,CO2
7983,44.9808,-93.2497,World Resources Institute and ADEME for the emissions factors,Gas power plant,4931.476,CO2
7985,41.1059,-72.3761,World Resources Institute and ADEME for the emissions factors,Oil power plant,520.4820000000001,CO2
7986,35.0161,-106.6697,World Resources Institute and ADEME for the emissions factors,Gas power plant,16174.75398,CO2
7987,39.9144,-75.135,World Resources Institute and ADEME for the emissions factors,Oil power plant,1612.016,CO2
