,latitude,longitude,Data source,CO2/CO2e emissions source,CO2/CO2e emissions (in tonnes per year),CO2 or CO2e
2300,41.35703,123.22200000000001,Global Energy Monitor,Coal power plant,3045905.046,CO2
2306,24.303060000000002,118.1259,Global Energy Monitor,Coal power plant,19377041.93,CO2
2317,40.58424,110.6227,Global Energy Monitor,Coal power plant,5481700.706,CO2
2323,29.031,111.7,Global Energy Monitor,Coal power plant,5392392.464,CO2
2325,43.991440000000004,87.31149,Global Energy Monitor,Coal power plant,1533528.582,CO2
2327,44.06325,87.32656,Global Energy Monitor,Coal power plant,3071287.588,CO2
2329,28.488609999999998,112.7989,Global Energy Monitor,Coal power plant,5396138.26,CO2
2331,40.066340000000004,113.2184,Global Energy Monitor,Coal power plant,1656210.868,CO2
2337,31.11882,109.4473,Global Energy Monitor,Coal power plant,4905580.2360000005,CO2
2339,47.18704,123.6034,Global Energy Monitor,Coal power plant,1598829.372,CO2
2340,47.16648,123.5847,Global Energy Monitor,Coal power plant,7858928.717999999,CO2
2346,23.11194,109.7658,Global Energy Monitor,Coal power plant,5481700.706,CO2
2350,42.893390000000004,93.44079,Global Energy Monitor,Coal power plant,1491609.1099999999,CO2
2360,45.96635,126.6637,Global Energy Monitor,Coal power plant,8790820.394,CO2
2372,32.19575,119.2497,Global Energy Monitor,Coal power plant,8042763.647999999,CO2
2382,37.43222,120.0181,Global Energy Monitor,Coal power plant,8356431.430000001,CO2
2398,31.65652,116.4914,Global Energy Monitor,Coal power plant,6964434.876,CO2
2404,38.051559999999995,114.3177,Global Energy Monitor,Coal power plant,3191411.944,CO2
2408,33.52948,114.0979,Global Energy Monitor,Coal power plant,3403621.8000000003,CO2
2431,37.951440000000005,114.5137,Global Energy Monitor,Coal power plant,3165036.6380000003,CO2
2444,39.35803,112.4835,Global Energy Monitor,Coal power plant,3197658.744,CO2
2446,33.80628,116.9819,Global Energy Monitor,Coal power plant,5665945.172,CO2
2461,42.730579999999996,88.617,Global Energy Monitor,Coal power plant,1656210.868,CO2
2465,43.901109999999996,87.6975,Global Energy Monitor,Coal power plant,3403621.8000000003,CO2
2467,31.44435,120.43700000000001,Global Energy Monitor,Coal power plant,9373565.388,CO2
2471,36.66564,119.2632,Global Energy Monitor,Coal power plant,9655391.234,CO2
2481,39.4798,106.7344,Global Energy Monitor,Coal power plant,1676025.8869999999,CO2
2485,31.23723,118.1497,Global Energy Monitor,Coal power plant,5839046.408,CO2
2495,38.46136,112.7486,Global Energy Monitor,Coal power plant,1491609.1099999999,CO2
2497,38.45953,112.7516,Global Energy Monitor,Coal power plant,3147747.318,CO2
2501,30.203059999999997,115.1803,Global Energy Monitor,Coal power plant,9224073.546,CO2
2505,35.06235,108.0749,Global Energy Monitor,Coal power plant,2175299.216,CO2
2511,27.4928,104.9484,Global Energy Monitor,Coal power plant,5097447.538,CO2
2515,40.03575,111.2873,Global Energy Monitor,Coal power plant,2792079.624,CO2
2517,40.922670000000004,112.64,Global Energy Monitor,Coal power plant,4469402.363999999,CO2
2529,40.64519,114.4052,Global Energy Monitor,Coal power plant,3403621.8000000003,CO2
2531,33.84472,116.9361,Global Energy Monitor,Coal power plant,3519712.4960000003,CO2
2535,33.867940000000004,116.8592,Global Energy Monitor,Coal power plant,5396138.26,CO2
2537,33.61266,116.5862,Global Energy Monitor,Coal power plant,6117192.634,CO2
2543,33.83392,116.8311,Global Energy Monitor,Coal power plant,5392392.464,CO2
2548,32.758,116.65,Global Energy Monitor,Coal power plant,10704362.270000001,CO2
2552,32.81409,116.569,Global Energy Monitor,Coal power plant,3071287.588,CO2
2554,32.68455,117.0751,Global Energy Monitor,Coal power plant,12620761.69,CO2
2561,32.7465,116.8127,Global Energy Monitor,Coal power plant,11148178.2,CO2
2565,32.636990000000004,116.8472,Global Energy Monitor,Coal power plant,1649865.233,CO2
2567,33.5865,119.012,Global Energy Monitor,Coal power plant,3303960.89,CO2
2580,42.031890000000004,126.579,Global Energy Monitor,Coal power plant,3071287.588,CO2
2582,40.65667,109.6575,Global Energy Monitor,Coal power plant,4420792.74,CO2
2592,40.67711,109.8913,Global Energy Monitor,Coal power plant,5245725.356000001,CO2
2601,40.62425,110.0028,Global Energy Monitor,Coal power plant,3045905.046,CO2
2616,44.040690000000005,125.2201,Global Energy Monitor,Coal power plant,3666221.17,CO2
2620,30.91436,119.9632,Global Energy Monitor,Coal power plant,5350308.2360000005,CO2
2622,31.651999999999997,117.8229,Global Energy Monitor,Coal power plant,5396138.26,CO2
2628,39.01416,121.7244,Global Energy Monitor,Coal power plant,7847435.916,CO2
2636,39.83782,124.1454,Global Energy Monitor,Coal power plant,3849685.5439999998,CO2
2638,46.70514,124.8466,Global Energy Monitor,Coal power plant,3197658.744,CO2
2640,37.44935,116.2416,Global Energy Monitor,Coal power plant,13912973.559999999,CO2
2650,49.263059999999996,119.8314,Global Energy Monitor,Coal power plant,892415.707,CO2
2667,25.99083,119.4816,Global Energy Monitor,Coal power plant,13686482.32,CO2
2689,23.1899,116.6548,Global Energy Monitor,Coal power plant,17497836.59,CO2
2693,19.049960000000002,108.6362,Global Energy Monitor,Coal power plant,6686013.738,CO2
2701,47.096309999999995,130.299,Global Energy Monitor,Coal power plant,5997799.596,CO2
2708,40.79357,111.5977,Global Energy Monitor,Coal power plant,5802943.422,CO2
2728,35.38503,116.4432,Global Energy Monitor,Coal power plant,3403621.8000000003,CO2
2732,27.04747,115.0204,Global Energy Monitor,Coal power plant,3172817.756,CO2
2734,27.046940000000003,115.0202,Global Energy Monitor,Coal power plant,5839046.408,CO2
2736,31.057609999999997,112.2485,Global Energy Monitor,Coal power plant,3197658.744,CO2
2746,32.17178,119.0198,Global Energy Monitor,Coal power plant,9112451.214,CO2
2748,44.10707,125.928,Global Energy Monitor,Coal power plant,6433345.244,CO2
2767,40.78222,107.4911,Global Energy Monitor,Coal power plant,3045905.046,CO2
2771,41.821529999999996,84.00359,Global Energy Monitor,Coal power plant,3147747.318,CO2
2773,29.34736,106.4332,Global Energy Monitor,Coal power plant,14031662.430000002,CO2
2779,34.58253,112.4004,Global Energy Monitor,Coal power plant,4706082.042,CO2
2787,49.39573,117.6481,Global Energy Monitor,Coal power plant,2039807.3299999998,CO2
2789,49.59205,117.40899999999999,Global Energy Monitor,Coal power plant,2348645.364,CO2
2794,34.760040000000004,111.80799999999999,Global Energy Monitor,Coal power plant,3197658.744,CO2
2798,32.20197,118.8794,Global Energy Monitor,Coal power plant,515700.273,CO2
2800,32.20598,118.7528,Global Energy Monitor,Coal power plant,3455132.566,CO2
2805,35.5017,106.7861,Global Energy Monitor,Coal power plant,12236733.34,CO2
2814,35.1676,112.7165,Global Energy Monitor,Coal power plant,18962568.130000003,CO2
2830,35.6078,116.9339,Global Energy Monitor,Coal power plant,2514038.83,CO2
2836,25.92441,115.1028,Global Energy Monitor,Coal power plant,3568213.278,CO2
2840,38.05729,114.1963,Global Energy Monitor,Coal power plant,13158909.81,CO2
2846,42.223690000000005,116.0293,Global Energy Monitor,Coal power plant,17685096.54,CO2
2856,23.32556,116.7361,Global Energy Monitor,Coal power plant,5997799.596,CO2
2868,31.656909999999996,121.1793,Global Energy Monitor,Coal power plant,9185657.668,CO2
2874,34.8498,108.8884,Global Energy Monitor,Coal power plant,5584159.25,CO2
2882,39.706959999999995,106.8297,Global Energy Monitor,Coal power plant,2234701.1819999996,CO2
2909,36.6288,101.6288,Global Energy Monitor,Coal power plant,3197658.744,CO2
2913,49.283640000000005,120.8357,Global Energy Monitor,Coal power plant,661815.35,CO2
2921,39.15122,117.0383,Global Energy Monitor,Coal power plant,6895590.59,CO2
2928,30.693890000000003,114.5431,Global Energy Monitor,Coal power plant,12807650.64,CO2
2942,37.53281,121.3149,Global Energy Monitor,Coal power plant,3904681.0510000004,CO2
2949,47.73855,128.7506,Global Energy Monitor,Coal power plant,3197658.744,CO2
2951,48.54972,119.7739,Global Energy Monitor,Coal power plant,16960609.430000003,CO2
2959,30.91501,113.6606,Global Energy Monitor,Coal power plant,1819152.6709999999,CO2
2961,40.580890000000004,122.1913,Global Energy Monitor,Coal power plant,3553555.8860000004,CO2
2963,40.30384,122.10600000000001,Global Energy Monitor,Coal power plant,8709426.304,CO2
2967,29.449790000000004,113.1623,Global Energy Monitor,Coal power plant,12328271.74,CO2
2975,28.11515,121.1391,Global Energy Monitor,Coal power plant,18578784.03,CO2
3001,37.068940000000005,113.3526,Global Energy Monitor,Coal power plant,5074983.862,CO2
3011,38.31,117.8786,Global Energy Monitor,Coal power plant,11519911.34,CO2
3017,35.655770000000004,109.0618,Global Energy Monitor,Coal power plant,543824.804,CO2
3019,35.66035,108.9229,Global Energy Monitor,Coal power plant,2792079.624,CO2
3045,27.49742,120.6632,Global Energy Monitor,Coal power plant,8332303.140000001,CO2
3053,37.167590000000004,79.90558,Global Energy Monitor,Coal power plant,1376869.948,CO2
3057,44.450509999999994,84.96989,Global Energy Monitor,Coal power plant,509951.83300000004,CO2
3071,25.133329999999997,113.7833,Global Energy Monitor,Coal power plant,652589.765,CO2
3073,35.65862,110.6691,Global Energy Monitor,Coal power plant,3045905.046,CO2
3077,30.55177,114.64200000000001,Global Energy Monitor,Coal power plant,9775144.402,CO2
3087,30.191390000000002,112.6052,Global Energy Monitor,Coal power plant,1005615.532,CO2
3092,34.7337,111.0823,Global Energy Monitor,Coal power plant,1508423.2980000002,CO2
3094,22.75307,114.6268,Global Energy Monitor,Coal power plant,3350495.5500000003,CO2
3102,27.766090000000002,111.8931,Global Energy Monitor,Coal power plant,3165036.6380000003,CO2
3114,45.40985,119.5967,Global Energy Monitor,Coal power plant,7929185.032000001,CO2
3135,34.07419,108.6185,Global Energy Monitor,Coal power plant,3045905.046,CO2
3137,44.14855,80.43717,Global Energy Monitor,Coal power plant,507650.841,CO2
3139,44.06203,81.18861,Global Energy Monitor,Coal power plant,1019903.6649999999,CO2
3143,39.919979999999995,109.1155,Global Energy Monitor,Coal power plant,3071287.588,CO2
3145,43.984429999999996,116.1306,Global Energy Monitor,Coal power plant,3251970.502,CO2
3149,46.09431,122.0227,Global Energy Monitor,Coal power plant,3378436.022,CO2
3156,46.816829999999996,130.2887,Global Energy Monitor,Coal power plant,382463.875,CO2
3167,32.17693,119.5755,Global Energy Monitor,Coal power plant,18931874.189999998,CO2
3184,34.4243,119.7976,Global Energy Monitor,Coal power plant,5481700.706,CO2
3188,32.03049,120.3831,Global Energy Monitor,Coal power plant,5308224.007999999,CO2
3190,33.39955,120.1172,Global Energy Monitor,Coal power plant,1484878.71,CO2
3196,33.52143,119.1132,Global Energy Monitor,Coal power plant,331468.69100000005,CO2
3198,31.7533,121.005,Global Energy Monitor,Coal power plant,828671.728,CO2
3201,32.20795,118.7531,Global Energy Monitor,Coal power plant,5150859.248,CO2
3203,32.032140000000005,120.7696,Global Energy Monitor,Coal power plant,16165364.839999998,CO2
3209,31.82678,120.9535,Global Energy Monitor,Coal power plant,446940.236,CO2
3219,32.18584,119.2709,Global Energy Monitor,Coal power plant,8864145.47,CO2
3227,28.94983,117.1716,Global Energy Monitor,Coal power plant,279337.648,CO2
3228,31.84364,120.4103,Global Energy Monitor,Coal power plant,892415.707,CO2
3231,31.91978,120.2052,Global Energy Monitor,Coal power plant,6525005.475000001,CO2
3237,31.951079999999997,120.3237,Global Energy Monitor,Coal power plant,552447.8189999999,CO2
3239,31.80381,104.7681,Global Energy Monitor,Coal power plant,8284043.812,CO2
3254,35.32682,113.4925,Global Energy Monitor,Coal power plant,3384830.85,CO2
3264,35.12455,113.3889,Global Energy Monitor,Coal power plant,549955.078,CO2
3266,44.3122,86.41848,Global Energy Monitor,Coal power plant,6506735.494,CO2
3278,30.84412,120.7193,Global Energy Monitor,Coal power plant,522908.46499999997,CO2
3280,30.628040000000002,121.1442,Global Energy Monitor,Coal power plant,22510812.61,CO2
3288,39.8461,98.21125,Global Energy Monitor,Coal power plant,6395317.488,CO2
3298,43.903859999999995,126.5978,Global Energy Monitor,Coal power plant,626413.501,CO2
3300,43.85622,126.5854,Global Energy Monitor,Coal power plant,274977.539,CO2
3301,43.94081,126.5376,Global Energy Monitor,Coal power plant,170486.074,CO2
3310,36.66667,116.9833,Global Energy Monitor,Coal power plant,331468.69100000005,CO2
3311,42.14723,86.51335,Global Energy Monitor,Coal power plant,1376869.948,CO2
3313,38.490590000000005,102.1679,Global Energy Monitor,Coal power plant,1714394.8460000001,CO2
3322,32.15436,118.9065,Global Energy Monitor,Coal power plant,1184518.629,CO2
3325,40.4031,113.1539,Global Energy Monitor,Coal power plant,5584159.25,CO2
3329,39.65844,106.86200000000001,Global Energy Monitor,Coal power plant,3350495.5500000003,CO2
3331,42.28828,119.0537,Global Energy Monitor,Coal power plant,1484878.71,CO2
3335,41.01919,113.1591,Global Energy Monitor,Coal power plant,1676025.8869999999,CO2
3337,41.053290000000004,113.1533,Global Energy Monitor,Coal power plant,3197658.744,CO2
3352,39.71174,111.2005,Global Energy Monitor,Coal power plant,3045905.046,CO2
3356,21.76974,108.5952,Global Energy Monitor,Coal power plant,1611563.3530000001,CO2
3358,23.2677,106.3854,Global Energy Monitor,Coal power plant,4242350.336,CO2
3363,36.73077,104.7593,Global Energy Monitor,Coal power plant,6565617.542000001,CO2
3367,19.77264,109.1841,Global Energy Monitor,Coal power plant,1676025.8869999999,CO2
3369,35.46868,116.7057,Global Energy Monitor,Coal power plant,331468.69100000005,CO2
3373,35.77275,116.3194,Global Energy Monitor,Coal power plant,1676025.8869999999,CO2
3378,37.354009999999995,112.0027,Global Energy Monitor,Coal power plant,3147747.318,CO2
3380,27.493370000000002,106.4492,Global Energy Monitor,Coal power plant,5481700.706,CO2
3388,31.722109999999997,117.2103,Global Energy Monitor,Coal power plant,276223.909,CO2
3394,37.64247,113.6502,Global Energy Monitor,Coal power plant,1649865.233,CO2
3404,41.13888,121.2163,Global Energy Monitor,Coal power plant,3251970.502,CO2
3415,39.79501,98.30734,Global Energy Monitor,Coal power plant,1547100.8180000002,CO2
3416,39.7938,98.30895,Global Energy Monitor,Coal power plant,3372148.5960000004,CO2
3424,39.7941,98.30601,Global Energy Monitor,Coal power plant,3197658.744,CO2
3428,29.74225,116.0632,Global Energy Monitor,Coal power plant,515700.273,CO2
3450,45.34492,130.865,Global Energy Monitor,Coal power plant,4166967.318,CO2
3460,28.889770000000002,118.8714,Global Energy Monitor,Coal power plant,154710.082,CO2
3461,28.897759999999998,118.8794,Global Energy Monitor,Coal power plant,880987.9659999999,CO2
3464,28.897409999999997,118.8792,Global Energy Monitor,Coal power plant,742439.355,CO2
3477,39.46433,106.7021,Global Energy Monitor,Coal power plant,2665166.915,CO2
3482,33.61351,113.374,Global Energy Monitor,Coal power plant,1484878.71,CO2
3491,39.73128,118.4557,Global Energy Monitor,Coal power plant,1676025.8869999999,CO2
3493,39.73,118.4585,Global Energy Monitor,Coal power plant,2792079.624,CO2
3495,23.74343,103.2198,Global Energy Monitor,Coal power plant,3105470.8419999997,CO2
3497,39.597590000000004,109.9093,Global Energy Monitor,Coal power plant,3197658.744,CO2
3501,42.70094,123.3658,Global Energy Monitor,Coal power plant,5396138.26,CO2
3503,34.41073,117.5773,Global Energy Monitor,Coal power plant,5308224.007999999,CO2
3505,45.54198,85.02493,Global Energy Monitor,Coal power plant,3197658.744,CO2
3507,30.081940000000003,120.4947,Global Energy Monitor,Coal power plant,224329.61899999998,CO2
3509,44.98194,121.4244,Global Energy Monitor,Coal power plant,1701810.9000000001,CO2
3516,44.40511,84.92984,Global Energy Monitor,Coal power plant,1508423.2980000002,CO2
3518,44.40657,84.92853000000001,Global Energy Monitor,Coal power plant,580162.807,CO2
3522,25.01492,102.3336,Global Energy Monitor,Coal power plant,3165036.6380000003,CO2
3530,36.25463,117.6716,Global Energy Monitor,Coal power plant,6345635.512,CO2
3534,29.18662,119.5068,Global Energy Monitor,Coal power plant,10792276.52,CO2
3538,36.1564,103.3317,Global Energy Monitor,Coal power plant,4568857.568999999,CO2
3541,36.075829999999996,103.6774,Global Energy Monitor,Coal power plant,3119986.65,CO2
3549,22.938029999999998,113.5898,Global Energy Monitor,Coal power plant,1330974.283,CO2
3558,26.45948,112.8681,Global Energy Monitor,Coal power plant,659946.093,CO2
3560,26.38448,112.8585,Global Energy Monitor,Coal power plant,5842130.127999999,CO2
3572,41.125890000000005,120.6967,Global Energy Monitor,Coal power plant,2749775.3880000003,CO2
3589,41.92335,124.0902,Global Energy Monitor,Coal power plant,2406601.274,CO2
3591,41.922059999999995,124.0932,Global Energy Monitor,Coal power plant,3553555.8860000004,CO2
3593,41.1,122.3,Global Energy Monitor,Coal power plant,279337.648,CO2
3594,41.2037,123.2373,Global Energy Monitor,Coal power plant,1184518.629,CO2
3598,41.20682,123.2357,Global Energy Monitor,Coal power plant,257850.136,CO2
3604,31.94081,120.0766,Global Energy Monitor,Coal power plant,19341179.1,CO2
3612,36.153659999999995,111.4853,Global Energy Monitor,Coal power plant,2918992.335,CO2
3633,35.00713,118.3239,Global Energy Monitor,Coal power plant,6900133.117000001,CO2
3648,37.41855,110.8243,Global Energy Monitor,Coal power plant,6876003.6389999995,CO2
3652,37.40763,110.7758,Global Energy Monitor,Coal power plant,2836351.5,CO2
3658,24.365479999999998,109.3787,Global Energy Monitor,Coal power plant,2804574.1319999998,CO2
3660,32.89725,116.2426,Global Energy Monitor,Coal power plant,8170291.612,CO2
3668,35.17118,119.0374,Global Energy Monitor,Coal power plant,3197658.744,CO2
3672,25.94044,113.1925,Global Energy Monitor,Coal power plant,7114738.609,CO2
3674,25.94347,113.2142,Global Energy Monitor,Coal power plant,3323288.47,CO2
3681,37.79469,113.7041,Global Energy Monitor,Coal power plant,1468326.97,CO2
3683,34.952709999999996,116.8029,Global Energy Monitor,Coal power plant,604950.585,CO2
3685,45.63316,122.8793,Global Energy Monitor,Coal power plant,2062801.092,CO2
3687,42.91251,129.5706,Global Energy Monitor,Coal power plant,2234701.1819999996,CO2
3708,40.9398,117.7615,Global Energy Monitor,Coal power plant,4886139.3440000005,CO2
3715,39.49985,118.6465,Global Energy Monitor,Coal power plant,687020.8049999999,CO2
3717,38.082390000000004,117.742,Global Energy Monitor,Coal power plant,3350495.5500000003,CO2
3730,22.804489999999998,111.6183,Global Energy Monitor,Coal power plant,1542955.361,CO2
3732,34.54905,112.1958,Global Energy Monitor,Coal power plant,1536357.063,CO2
3737,34.86483,112.5307,Global Energy Monitor,Coal power plant,4905580.2360000005,CO2
3741,34.74293,112.773,Global Energy Monitor,Coal power plant,685451.613,CO2
3743,34.73254,112.7559,Global Energy Monitor,Coal power plant,5998740.7700000005,CO2
3747,34.73652,112.6842,Global Energy Monitor,Coal power plant,5665945.172,CO2
3755,32.05858,121.7267,Global Energy Monitor,Coal power plant,11678092.82,CO2
3761,36.159659999999995,115.8533,Global Energy Monitor,Coal power plant,2164320.5700000003,CO2
3773,28.77467,105.2842,Global Energy Monitor,Coal power plant,5802567.17,CO2
3777,31.717470000000002,118.4667,Global Energy Monitor,Coal power plant,2198172.413,CO2
3782,44.3187,86.16821,Global Energy Monitor,Coal power plant,5788735.561,CO2
3796,21.67365,110.8745,Global Energy Monitor,Coal power plant,1014210.5370000001,CO2
3806,22.48157,113.8716,Global Energy Monitor,Coal power plant,10389920.540000001,CO2
3822,34.96528,108.9758,Global Energy Monitor,Coal power plant,3197658.744,CO2
3828,25.160829999999997,119.0333,Global Energy Monitor,Coal power plant,3990135.61,CO2
3837,39.846540000000005,109.9844,Global Energy Monitor,Coal power plant,3071287.588,CO2
3860,28.770979999999998,115.8999,Global Energy Monitor,Coal power plant,558675.296,CO2
3864,29.27068,107.2619,Global Energy Monitor,Coal power plant,311568.915,CO2
3865,22.93979,113.1428,Global Energy Monitor,Coal power plant,679935.7770000001,CO2
3867,22.88579,112.9177,Global Energy Monitor,Coal power plant,2605940.984,CO2
3869,22.886329999999997,112.9179,Global Energy Monitor,Coal power plant,3350495.5500000003,CO2
3871,32.27214,118.8155,Global Energy Monitor,Coal power plant,3708744.461,CO2
3879,31.900740000000003,118.61399999999999,Global Energy Monitor,Coal power plant,614542.8250000001,CO2
3881,34.37308,117.3289,Global Energy Monitor,Coal power plant,3045905.046,CO2
3883,32.16933,118.9126,Global Energy Monitor,Coal power plant,300825.159,CO2
3889,25.2044,118.9439,Global Energy Monitor,Coal power plant,8523802.976,CO2
3893,37.72869,120.4433,Global Energy Monitor,Coal power plant,9097812.312,CO2
3900,37.593109999999996,120.4704,Global Energy Monitor,Coal power plant,2246354.9710000004,CO2
3906,35.376059999999995,116.87,Global Energy Monitor,Coal power plant,613411.433,CO2
3908,31.333029999999997,120.9784,Global Energy Monitor,Coal power plant,618741.557,CO2
3911,33.308640000000004,112.6445,Global Energy Monitor,Coal power plant,9245823.804000001,CO2
3921,26.65261,105.1823,Global Energy Monitor,Coal power plant,6330073.276000001,CO2
3925,26.59977,105.2024,Global Energy Monitor,Coal power plant,3165036.6380000003,CO2
3927,26.59757,105.2029,Global Energy Monitor,Coal power plant,3165036.6380000003,CO2
3932,29.52451,105.0121,Global Energy Monitor,Coal power plant,4131242.0880000005,CO2
3934,29.554579999999998,105.0846,Global Energy Monitor,Coal power plant,615423.791,CO2
3941,29.963040000000003,121.7698,Global Energy Monitor,Coal power plant,1606345.705,CO2
3947,29.93925,121.9503,Global Energy Monitor,Coal power plant,276223.909,CO2
3948,29.91262,121.9032,Global Energy Monitor,Coal power plant,2514038.83,CO2
3951,29.287,121.429,Global Energy Monitor,Coal power plant,623137.83,CO2
3953,38.173390000000005,106.5695,Global Energy Monitor,Coal power plant,3350495.5500000003,CO2
3957,38.19246,106.6939,Global Energy Monitor,Coal power plant,3119986.65,CO2
3959,29.481759999999998,121.5115,Global Energy Monitor,Coal power plant,20015358.509999998,CO2
3969,37.88277,106.022,Global Energy Monitor,Coal power plant,552447.8189999999,CO2
3974,38.14833,106.3458,Global Energy Monitor,Coal power plant,14535755.19,CO2
3980,36.04444,106.2919,Global Energy Monitor,Coal power plant,3403621.8000000003,CO2
3982,37.512440000000005,105.2777,Global Energy Monitor,Coal power plant,838012.943,CO2
3985,38.18562,106.6138,Global Energy Monitor,Coal power plant,552447.8189999999,CO2
3993,37.58944,105.7064,Global Energy Monitor,Coal power plant,3350495.5500000003,CO2
3997,39.892540000000004,106.7662,Global Energy Monitor,Coal power plant,3045905.046,CO2
4001,39.904140000000005,106.7679,Global Energy Monitor,Coal power plant,3071287.588,CO2
4003,39.38524,106.9657,Global Energy Monitor,Coal power plant,15569747.030000001,CO2
4013,39.35029,107.01,Global Energy Monitor,Coal power plant,3085208.588,CO2
4015,39.32929,110.1518,Global Energy Monitor,Coal power plant,1117350.5909999998,CO2
4023,26.0646,104.5341,Global Energy Monitor,Coal power plant,2792079.624,CO2
4027,41.20003,122.0058,Global Energy Monitor,Coal power plant,329973.047,CO2
4029,41.13739,122.1365,Global Energy Monitor,Coal power plant,3197658.744,CO2
4035,32.81924,116.7428,Global Energy Monitor,Coal power plant,1484878.71,CO2
4037,39.980140000000006,117.4631,Global Energy Monitor,Coal power plant,10596053.31,CO2
4048,25.4686,104.5924,Global Energy Monitor,Coal power plant,11168318.5,CO2
4054,26.581999999999997,101.71799999999999,Global Energy Monitor,Coal power plant,2453645.731,CO2
4063,40.74705,120.8084,Global Energy Monitor,Coal power plant,558675.296,CO2
4065,33.82189,113.0144,Global Energy Monitor,Coal power plant,9112451.214,CO2
4075,34.11676,112.8184,Global Energy Monitor,Coal power plant,1508423.2980000002,CO2
4077,23.339660000000002,107.5107,Global Energy Monitor,Coal power plant,515700.273,CO2
4087,39.473259999999996,112.3205,Global Energy Monitor,Coal power plant,613411.433,CO2
4089,39.47276,112.3225,Global Energy Monitor,Coal power plant,3045905.046,CO2
4091,37.18502,116.4806,Global Energy Monitor,Coal power plant,276223.909,CO2
4092,35.1951,106.5686,Global Energy Monitor,Coal power plant,1594869.7249999999,CO2
4100,34.97793,109.8,Global Energy Monitor,Coal power plant,13203280.22,CO2
4108,29.665229999999998,113.87299999999999,Global Energy Monitor,Coal power plant,11088668.690000001,CO2
4112,33.09903,112.5545,Global Energy Monitor,Coal power plant,1480648.2859999998,CO2
4119,35.75274,114.9838,Global Energy Monitor,Coal power plant,2346436.2419999996,CO2
4121,40.05787,118.7369,Global Energy Monitor,Coal power plant,1229085.6500000001,CO2
4130,27.12515,108.7704,Global Energy Monitor,Coal power plant,5802567.17,CO2
4134,27.05169,106.1252,Global Energy Monitor,Coal power plant,6330073.276000001,CO2
4158,36.7852,118.2131,Global Energy Monitor,Coal power plant,2915819.517,CO2
4168,36.112429999999996,120.3295,Global Energy Monitor,Coal power plant,6345635.512,CO2
4173,36.90167,101.7145,Global Energy Monitor,Coal power plant,3094201.6360000004,CO2
4196,25.28183,104.8661,Global Energy Monitor,Coal power plant,3197658.744,CO2
4209,37.923790000000004,105.9113,Global Energy Monitor,Coal power plant,3403621.8000000003,CO2
4223,39.94531,119.64299999999999,Global Energy Monitor,Coal power plant,8892350.564,CO2
4229,35.1843,112.8709,Global Energy Monitor,Coal power plant,673633.481,CO2
4236,44.895590000000006,89.04963000000001,Global Energy Monitor,Coal power plant,6475365.9120000005,CO2
4246,35.244679999999995,113.8527,Global Energy Monitor,Coal power plant,3119986.65,CO2
4248,25.66221,104.0668,Global Energy Monitor,Coal power plant,6345635.512,CO2
4260,38.744690000000006,116.1533,Global Energy Monitor,Coal power plant,3147747.318,CO2
4264,35.156209999999994,119.3666,Global Energy Monitor,Coal power plant,3119986.65,CO2
4266,35.34547,119.5105,Global Energy Monitor,Coal power plant,10123321.2,CO2
4277,36.4998,112.9665,Global Energy Monitor,Coal power plant,1484878.71,CO2
4279,23.079079999999998,113.4966,Global Energy Monitor,Coal power plant,1533528.582,CO2
4281,29.62466,116.1229,Global Energy Monitor,Coal power plant,206280.109,CO2
4282,40.533809999999995,110.5648,Global Energy Monitor,Coal power plant,2792079.624,CO2
4284,39.95276,116.8487,Global Energy Monitor,Coal power plant,7030440.933999999,CO2
4290,23.01596,112.896,Global Energy Monitor,Coal power plant,4983364.278,CO2
4292,42.30594,93.35193000000001,Global Energy Monitor,Coal power plant,5481700.706,CO2
4294,35.46113,112.9252,Global Energy Monitor,Coal power plant,2901283.584,CO2
4300,21.700470000000003,108.6243,Global Energy Monitor,Coal power plant,14110847.0,CO2
4306,48.73,119.9406,Global Energy Monitor,Coal power plant,5237458.814,CO2
4310,43.94896,81.47617,Global Energy Monitor,Coal power plant,1392390.737,CO2
4315,38.73659,110.1665,Global Energy Monitor,Coal power plant,2655999.128,CO2
4323,38.5324,109.8797,Global Energy Monitor,Coal power plant,7799966.625,CO2
4329,36.853609999999996,114.3243,Global Energy Monitor,Coal power plant,4905580.2360000005,CO2
4338,22.74782,113.6775,Global Energy Monitor,Coal power plant,3997750.372,CO2
4340,22.74822,113.6807,Global Energy Monitor,Coal power plant,10051486.649999999,CO2
4348,36.85921,118.7001,Global Energy Monitor,Coal power plant,1532470.976,CO2
4356,37.13013,119.0327,Global Energy Monitor,Coal power plant,773550.4090000001,CO2
4363,37.462340000000005,116.243,Global Energy Monitor,Coal power plant,984207.037,CO2
4366,37.00907,118.4905,Global Energy Monitor,Coal power plant,1392390.737,CO2
4370,36.84987,118.1751,Global Energy Monitor,Coal power plant,558675.296,CO2
4385,37.58583,118.6441,Global Energy Monitor,Coal power plant,1082970.5729999999,CO2
4394,35.858129999999996,117.6958,Global Energy Monitor,Coal power plant,1649865.233,CO2
4396,30.76073,121.4008,Global Energy Monitor,Coal power plant,8987320.774,CO2
4398,31.3253,121.5665,Global Energy Monitor,Coal power plant,923962.9890000001,CO2
4408,39.28853,110.1905,Global Energy Monitor,Coal power plant,1676025.8869999999,CO2
