,country_long,capacity_mw,latitude,longitude,primary_fuel,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh,gCO2/KWh,generation_gwh_2017_with_estimated_data,tCO2_emitted_in_2013,tCO2_emitted_in_2014,tCO2_emitted_in_2015,tCO2_emitted_in_2016,tCO2_emitted_in_2017,tCO2_emitted_in_2017_with estimated_data
1063,Brazil,24.0,-29.9668,-51.1844,Oil,,,,,,102.65712778452686,778,102.65712778452686,,,,,,79867.2454163619
1064,Brazil,1.82,-21.0118,-49.4866,Oil,,,,,,7.784832190326622,778,7.784832190326622,,,,,,6056.5994440741115
1065,Brazil,2.0,-24.4718,-47.8189,Oil,,,,,,8.554760648710571,778,8.554760648710571,,,,,,6655.603784696825
1066,Brazil,3.9,-25.4968,-49.1603,Gas,,,,,,28.016336615908074,443,28.016336615908074,,,,,,12411.237120847276
1067,Brazil,3.9,-12.7388,-38.3008,Gas,,,,,,28.016336615908074,443,28.016336615908074,,,,,,12411.237120847276
1068,Brazil,1.44,-12.4141,-38.933,Oil,,,,,,6.159427667071612,778,6.159427667071612,,,,,,4792.034724981714
1069,Brazil,2.736,-1.3616,-48.3628,Oil,,,,,,11.702912567436064,778,11.702912567436064,,,,,,9104.865977465257
1070,Brazil,3.5872,-2.7732,-43.0825,Gas,,,,,,25.76928274579114,443,25.76928274579114,,,,,,11415.792256385475
1071,Brazil,1.22672,-26.2125,-49.3926,Oil,,,,,,5.247147991493117,778,5.247147991493117,,,,,,4082.281137381645
1072,Brazil,1.2,-23.3525,-46.8674,Oil,,,,,,5.132856389226343,778,5.132856389226343,,,,,,3993.3622708180947
1073,Brazil,4.0,-23.544,-46.6265,Oil,,,,,,17.109521297421146,778,17.109521297421146,,,,,,13311.207569393651
1074,Brazil,8.25,3.8384,-51.8266,Oil,,,,,,35.28838767593111,778,35.28838767593111,,,,,,27454.365611874404
1075,Brazil,12.83,3.6063,-51.8411,Oil,,,,,,54.87878956147832,778,54.87878956147832,,,,,,42695.69827883013
1076,Brazil,1.72,-23.544,-46.6265,Gas,,,,,,12.355922815220994,443,12.355922815220994,,,,,,5473.673807142901
1077,Brazil,4.5,-24.117,-48.8945,Oil,,,,,,19.24821145959879,778,19.24821145959879,,,,,,14975.108515567857
1078,Brazil,1.0,-5.0824,-42.78,Oil,,,,,,4.277380324355287,778,4.277380324355287,,,,,,3327.801892348413
1079,Brazil,1.68,-23.5207,-46.653,Oil,,,,,,7.18599894491688,778,7.18599894491688,,,,,,5590.707179145333
1080,Brazil,1.76,-12.5492,-38.2972,Oil,,,,,,7.528189370865303,778,7.528189370865303,,,,,,5856.931330533206
1081,Brazil,1.7719999999999998,-20.586,-42.166,Oil,,,,,,7.579517934757567,778,7.579517934757567,,,,,,5896.864953241387
1082,Brazil,1.76,-25.4541,-49.2475,Oil,,,,,,7.528189370865303,778,7.528189370865303,,,,,,5856.931330533206
1083,Brazil,1.224,-20.4418,-43.923,Oil,,,,,,5.23551351701087,778,5.23551351701087,,,,,,4073.2295162344567
1084,Brazil,2.2992,-30.0657,-51.2155,Oil,,,,,,9.834552841757674,778,9.834552841757674,,,,,,7651.2821108874705
1085,Brazil,8.76,-23.66,-46.5285,Gas,,,,,,62.92900224496274,443,62.92900224496274,,,,,,27877.547994518492
1086,Brazil,4.95,-22.899,-43.1985,Gas,,,,,,35.55919647403717,443,35.55919647403717,,,,,,15752.724037998467
1087,Brazil,3.028,-22.706,-42.2391,Oil,,,,,,12.951907622147806,778,12.951907622147806,,,,,,10076.584130030993
1088,Brazil,1.5408,-22.7746,-42.1564,Oil,,,,,,6.590587603766624,778,6.590587603766624,,,,,,5127.477155730433
1089,Brazil,3.028,-22.6335,-42.2886,Oil,,,,,,12.951907622147806,778,12.951907622147806,,,,,,10076.584130030993
1090,Brazil,2.88,-12.6522,-38.4549,Oil,,,,,,12.318855334143224,778,12.318855334143224,,,,,,9584.069449963428
1091,Brazil,1.8,-23.3013,-45.9564,Oil,,,,,,7.699284583839514,778,7.699284583839514,,,,,,5990.0434062271415
1092,Brazil,175.56,-16.806,-49.915,Oil,,,,,,750.9368897438139,778,750.9368897438139,,,,,,584228.9002206873
1093,Brazil,4.072,-8.283,-35.0255,Gas,,,,,,29.251928897430176,443,29.251928897430176,,,,,,12958.604501561567
1094,Brazil,2.0,-21.76,-43.3405,Gas,,,,,,14.36735211072209,443,14.36735211072209,,,,,,6364.736985049885
1095,Brazil,1.2112,-23.5723,-51.4144,Oil,,,,,,5.180763048859123,778,5.180763048859123,,,,,,4030.6336520123973
1096,Brazil,23.0,-2.6291,-56.7311,Oil,,,,,,98.37974746017159,778,98.37974746017159,,,,,,76539.44352401349
1097,Brazil,56.277,-4.8141,-44.3436,Gas,,,,,,404.27573736755346,443,404.27573736755346,,,,,,179094.15165382618
1098,Brazil,94.08,-7.8568,-35.0094,Oil,,,,,,402.4159409153454,778,402.4159409153454,,,,,,313079.60203213873
1099,Brazil,1.23,-10.316,-36.5695,Oil,,,,,,5.261177798957002,778,5.261177798957002,,,,,,4093.1963275885473
1100,Brazil,200.79,-7.8585,-35.008,Oil,,,,,,858.8551953272978,778,858.8551953272978,,,,,,668189.3419646376
1101,Brazil,3.0,-25.4739,-49.2788,Oil,,,,,,12.832140973065858,778,12.832140973065858,,,,,,9983.405677045237
1102,Brazil,18.0,-23.8669,-46.42,Oil,,,,,,76.99284583839516,778,76.99284583839516,,,,,,59900.43406227143
1103,Brazil,15.0,-22.782,-43.3025,Gas,,,,,,107.75514083041568,443,107.75514083041568,,,,,,47735.52738787415
1104,Brazil,136.2,-9.3707,-40.5597,Oil,,,,,,582.57920017719,778,582.57920017719,,,,,,453246.61773785384
1105,Brazil,12.72,-8.388,-35.0055,Oil,,,,,,54.408277725799245,778,54.408277725799245,,,,,,42329.64007067181
1106,Brazil,1.0,-12.4032,-38.4969,Gas,,,,,,7.183676055361045,443,7.183676055361045,,,,,,3182.3684925249427
1107,Brazil,190.0,-23.6963,-46.6686,Oil,,,,,,812.7022616275044,778,812.7022616275044,,,,,,632282.3595461984
1108,Brazil,3.395,-22.9371,-47.1405,Oil,,,,,,14.521706201186195,778,14.521706201186195,,,,,,11297.88742452286
1109,Brazil,3.15,-23.6585,-46.4966,Oil,,,,,,13.473748021719153,778,13.473748021719153,,,,,,10482.5759608975
1110,Brazil,2.912,-22.148,-42.41,Oil,,,,,,12.455731504522596,778,12.455731504522596,,,,,,9690.55911051858
1111,Brazil,1.2,-22.3891,-41.7983,Oil,,,,,,5.132856389226343,778,5.132856389226343,,,,,,3993.3622708180947
1112,Brazil,4.0,-21.7989,-41.3338,Gas,,,,,,28.73470422144418,443,28.73470422144418,,,,,,12729.47397009977
1113,Brazil,1.056,-22.229,-48.7095,Oil,,,,,,4.5169136225191835,778,4.5169136225191835,,,,,,3514.1587983199247
1114,Brazil,4.0,-22.875,-42.0095,Gas,,,,,,28.73470422144418,443,28.73470422144418,,,,,,12729.47397009977
1115,Brazil,2.4064,-10.9074,-51.6214,Oil,,,,,,10.29308801252856,778,10.29308801252856,,,,,,8008.02247374722
1116,Brazil,3.6919999999999997,-8.2633,-72.7414,Oil,,,,,,15.792088157519718,778,15.792088157519718,,,,,,12286.24458655034
1117,Brazil,360.13699999999994,-2.5246,-44.2961,Coal,,,,,,3449.8803558046334,1050,3449.8803558046334,,,,,,3622374.373594865
1118,Brazil,365.0,-3.5918,-38.8661,Coal,,,,,,3496.4647616565117,1050,3496.4647616565117,,,,,,3671287.9997393372
1119,Brazil,53.12000000000001,-5.8706,-35.2933,Oil,,,,,,227.21444282975284,778,227.21444282975284,,,,,,176772.83652154772
1120,Brazil,66.4,-5.8688,-35.3046,Oil,,,,,,284.018053537191,778,284.018053537191,,,,,,220966.0456519346
1121,Brazil,2.4,-19.6341,-44.0044,Oil,,,,,,10.265712778452686,778,10.265712778452686,,,,,,7986.724541636189
1122,Brazil,446.0,-31.5482,-53.6733,Coal,,,,,,4272.392558078916,1050,4272.392558078916,,,,,,4486012.1859828625
1123,Brazil,3.7392,-23.4916,-47.4511,Oil,,,,,,15.993980508829287,778,15.993980508829287,,,,,,12443.316835869186
1124,Brazil,1.8326,-23.1688,-47.2575,Oil,,,,,,7.838727182413497,778,7.838727182413497,,,,,,6098.529747917701
1125,Brazil,3.969,-12.8389,-38.4384,Oil,,,,,,16.97692250736613,778,16.97692250736613,,,,,,13208.045710730848
1126,Brazil,1.32,-8.0139,-34.8889,Oil,,,,,,5.6461420281489785,778,5.6461420281489785,,,,,,4392.698497899905
1127,Brazil,1.2,-8.1136,-34.8972,Oil,,,,,,5.132856389226343,778,5.132856389226343,,,,,,3993.3622708180947
1128,Brazil,1.0,-22.2331,-45.876,Oil,,,,,,4.277380324355287,778,4.277380324355287,,,,,,3327.801892348413
1129,Brazil,1.48,-8.108,-34.923,Oil,,,,,,6.330522880045824,778,6.330522880045824,,,,,,4925.146800675651
1130,Brazil,1.4592,-2.5293,-44.2155,Oil,,,,,,6.2415533692992335,778,6.2415533692992335,,,,,,4855.928521314804
1131,Brazil,4.8,-22.9003,-43.1881,Oil,,,,,,20.53142555690537,778,20.53142555690537,,,,,,15973.449083272377
1132,Brazil,12.03,-22.9326,-43.3656,Gas,,,,,,86.41962294599337,443,86.41962294599337,,,,,,38283.892965075065
1133,Brazil,2.8000000000000003,-26.9453,-52.521,Oil,,,,,,11.976664908194802,778,11.976664908194802,,,,,,9317.845298575556
1134,Brazil,2.1984000000000004,-23.0174,-43.4791,Oil,,,,,,9.403392905062663,778,9.403392905062663,,,,,,7315.839680138752
1135,Brazil,63.3,-22.7105,-43.2586,Gas,,,,,,454.72669430435417,443,454.72669430435417,,,,,,201443.9255768289
1136,Brazil,76.0,-23.1811,-45.819,Oil,,,,,,325.08090465100173,778,325.08090465100173,,,,,,252912.94381847934
1137,Brazil,24.5,-23.891,-46.4155,Oil,,,,,,104.79581794670452,778,104.79581794670452,,,,,,81531.14636253612
1138,Brazil,102.26,-22.7246,-47.1189,Oil,,,,,,437.4049119685717,778,437.4049119685717,,,,,,340301.0215115488
1139,Brazil,1.683,-18.8724,-48.2514,Oil,,,,,,7.198831085889948,778,7.198831085889948,,,,,,5600.69058482238
1140,Brazil,6.4,-3.1438,-59.9436,Oil,,,,,,27.375234075873838,778,27.375234075873838,,,,,,21297.932111029844
1141,Brazil,2.76,-15.6427,-56.123,Oil,,,,,,11.805569695220589,778,11.805569695220589,,,,,,9184.733222881618
1142,Brazil,1.2,-23.7548,-46.5717,Oil,,,,,,5.132856389226343,778,5.132856389226343,,,,,,3993.3622708180947
1143,Brazil,18.607,-9.9616,-67.7819,Oil,,,,,,79.5892156952788,778,79.5892156952788,,,,,,61920.4098109269
1144,Brazil,31.8,-9.9646,-67.8289,Oil,,,,,,136.02069431449812,778,136.02069431449812,,,,,,105824.10017667954
1145,Brazil,43.448,-8.7205,-63.9053,Oil,,,,,,185.84362033258847,778,185.84362033258847,,,,,,144586.33661875382
1146,Brazil,3.2,-2.695,-59.6905,Oil,,,,,,13.687617037936914,778,13.687617037936914,,,,,,10648.966055514918
1147,Brazil,1.598,-10.8332,-61.4544,Oil,,,,,,6.835253758319747,778,6.835253758319747,,,,,,5317.827423972763
1148,Brazil,2.6,0.95,-60.4085,Oil,,,,,,11.121188843323743,778,11.121188843323743,,,,,,8652.284920105873
1149,Brazil,1.632,-9.626,-64.5244,Oil,,,,,,6.980684689347828,778,6.980684689347828,,,,,,5430.97268831261
1150,Brazil,4.34,-9.293,-63.4586,Oil,,,,,,18.56383060770194,778,18.56383060770194,,,,,,14442.66021279211
1151,Brazil,1.8,-22.9385,-47.0625,Oil,,,,,,7.699284583839514,778,7.699284583839514,,,,,,5990.0434062271415
1152,Brazil,2.545,-23.544,-46.6265,Oil,,,,,,10.885932925484203,778,10.885932925484203,,,,,,8469.25581602671
1153,Brazil,4.76,-23.544,-46.6265,Oil,,,,,,20.36033034393116,778,20.36033034393116,,,,,,15840.337007578442
1154,Brazil,138.02,-12.6619,-38.1969,Gas,,,,,,991.4909691609315,443,991.4909691609315,,,,,,439230.49933829263
1155,Brazil,1.08,-12.9769,-38.5075,Oil,,,,,,4.619570750303709,778,4.619570750303709,,,,,,3594.026043736286
1156,Brazil,1.45,-23.6461,-46.6386,Oil,,,,,,6.202201470315165,778,6.202201470315165,,,,,,4825.312743905199
1157,Brazil,2.6,-17.5907,-44.7089,Oil,,,,,,11.121188843323743,778,11.121188843323743,,,,,,8652.284920105873
1158,Brazil,4.352,-1.3977,-48.425,Oil,,,,,,18.615159171594208,778,18.615159171594208,,,,,,14482.593835500293
1159,Brazil,2.8992,-29.1735,-51.21,Oil,,,,,,12.400981036370847,778,12.400981036370847,,,,,,9647.96324629652
1160,Brazil,1.7735999999999998,-25.4349,-49.258,Oil,,,,,,7.586361743276536,778,7.586361743276536,,,,,,5902.189436269145
1161,Brazil,2.592,-25.4349,-49.258,Oil,,,,,,11.086969800728905,778,11.086969800728905,,,,,,8625.662504967087
1162,Brazil,3.7,-2.9954,-59.9923,Oil,,,,,,15.82630720011456,778,15.82630720011456,,,,,,12312.867001689126
1163,Brazil,1.53,-12.9327,-38.3855,Oil,,,,,,6.544391896263588,778,6.544391896263588,,,,,,5091.536895293071
1164,Brazil,1.7592,2.8541,-60.703,Oil,,,,,,7.5247674666058195,778,7.5247674666058195,,,,,,5854.269089019328
1165,Brazil,2.736,-22.8349,-43.315,Oil,,,,,,11.702912567436064,778,11.702912567436064,,,,,,9104.865977465257
1166,Brazil,1.44,-19.4505,-44.2161,Oil,,,,,,6.159427667071612,778,6.159427667071612,,,,,,4792.034724981714
1167,Brazil,2.4,-5.1221,-42.7991,Oil,,,,,,10.265712778452686,778,10.265712778452686,,,,,,7986.724541636189
1168,Brazil,4.352,-22.2271,-49.8997,Oil,,,,,,18.615159171594208,778,18.615159171594208,,,,,,14482.593835500293
1169,Brazil,4.8,-23.5599,-46.6378,Oil,,,,,,20.53142555690537,778,20.53142555690537,,,,,,15973.449083272377
1170,Brazil,1.088,-15.7767,-47.7879,Oil,,,,,,4.653789792898552,778,4.653789792898552,,,,,,3620.648458875073
1171,Brazil,1.2,-10.4178,-36.9126,Oil,,,,,,5.132856389226343,778,5.132856389226343,,,,,,3993.3622708180947
1172,Brazil,9.8,-23.196,-47.2572,Gas,,,,,,70.40002534253823,443,70.40002534253823,,,,,,31187.211226744435
1173,Brazil,1.92,-12.6935,-38.3147,Oil,,,,,,8.212570222762151,778,8.212570222762151,,,,,,6389.379633308954
1174,Brazil,1.825,-23.6473,-46.842,Oil,,,,,,7.806219091948397,778,7.806219091948397,,,,,,6073.238453535852
1175,Brazil,2.0,-21.7704,-48.5403,Oil,,,,,,8.554760648710571,778,8.554760648710571,,,,,,6655.603784696825
1176,Brazil,1.112,-8.8405,-49.7219,Oil,,,,,,4.7564469206830795,778,4.7564469206830795,,,,,,3700.5157042914357
1177,Brazil,2.0552,-9.4408,-70.485,Oil,,,,,,8.790872042614982,778,8.790872042614982,,,,,,6839.298449154456
1178,Brazil,178.1,-0.0096,-51.1716,Oil,,,,,,761.8014357676766,778,761.8014357676766,,,,,,592681.5170272524
1179,Brazil,22.55,-2.4785,-54.7211,Oil,,,,,,96.45492631421172,778,96.45492631421172,,,,,,75041.93267245672
1180,Brazil,3.02,-3.1005,-67.9278,Oil,,,,,,12.917688579552966,778,12.917688579552966,,,,,,10049.961714892208
1181,Brazil,1.44,-23.5999,-46.9091,Oil,,,,,,6.159427667071612,778,6.159427667071612,,,,,,4792.034724981714
1182,Brazil,3.2,-15.7767,-47.7879,Oil,,,,,,13.687617037936914,778,13.687617037936914,,,,,,10648.966055514918
1183,Brazil,85.927,3.1219,-60.7085,Oil,,,,,,367.5424591308767,778,367.5424591308767,,,,,,285948.0332038221
1184,Brazil,248.5726,-29.8724,-51.1374,Gas,,,,,,1785.6650346388392,443,1785.6650346388392,,,,,,791049.6103450058
1185,Brazil,2.4,-10.9902,-37.0854,Oil,,,,,,10.265712778452686,778,10.265712778452686,,,,,,7986.724541636189
1186,Brazil,1.296,-10.9071,-37.0622,Oil,,,,,,5.543484900364453,778,5.543484900364453,,,,,,4312.831252483544
1187,Brazil,21.6,0.9,-51.9925,Oil,,,,,,92.39141500607418,778,92.39141500607418,,,,,,71880.52087472571
1188,Brazil,1.75,-8.056,-34.878,Oil,,,,,,7.485415567621751,778,7.485415567621751,,,,,,5823.653311609723
1189,Brazil,4.655,-20.9092,-54.2402,Gas,,,,,,33.440012037705664,443,33.440012037705664,,,,,,14813.92533270361
1190,Brazil,3.5,-23.5888,-46.8241,Oil,,,,,,14.970831135243502,778,14.970831135243502,,,,,,11647.306623219445
1191,Brazil,1.0,-8.1152,-34.8957,Oil,,,,,,4.277380324355287,778,4.277380324355287,,,,,,3327.801892348413
1192,Brazil,2.055,-23.6461,-46.6386,Gas,,,,,,14.762454293766947,443,14.762454293766947,,,,,,6539.767252138758
1193,Brazil,4.0,-23.5952,-46.688,Oil,,,,,,17.109521297421146,778,17.109521297421146,,,,,,13311.207569393651
1194,Brazil,2.5,-8.1638,-34.9108,Oil,,,,,,10.693450810888217,778,10.693450810888217,,,,,,8319.504730871033
1195,Brazil,1.75,-23.6627,-46.6575,Gas,,,,,,12.571433096881828,443,12.571433096881828,,,,,,5569.144861918649
1196,Brazil,3.6,-22.8732,-43.2622,Oil,,,,,,15.398569167679028,778,15.398569167679028,,,,,,11980.086812454283
1197,Brazil,2.032,-6.1477,-50.4803,Oil,,,,,,8.691636819089942,778,8.691636819089942,,,,,,6762.093445251974
1198,Brazil,2.032,-26.9147,-49.0571,Oil,,,,,,8.691636819089942,778,8.691636819089942,,,,,,6762.093445251974
1199,Brazil,2.24,-22.8745,-42.0086,Oil,,,,,,9.581331926555842,778,9.581331926555842,,,,,,7454.276238860445
1200,Brazil,3.355,-22.9251,-47.179,Oil,,,,,,14.350610988211985,778,14.350610988211985,,,,,,11164.775348828924
1201,Brazil,4.015,-8.758,-63.8945,Oil,,,,,,17.173682002286473,778,17.173682002286473,,,,,,13361.124597778875
1202,Brazil,1.8,-20.3257,-40.2844,Oil,,,,,,7.699284583839514,778,7.699284583839514,,,,,,5990.0434062271415
1203,Brazil,3.355,-23.598,-46.7435,Gas,,,,,,24.101233165736307,443,24.101233165736307,,,,,,10676.846292421184
1204,Brazil,2.6,-8.0352,-34.9237,Gas,,,,,,18.677557743938717,443,18.677557743938717,,,,,,8274.158080564852
1205,Brazil,3.64,-23.5463,-46.7116,Oil,,,,,,15.569664380653244,778,15.569664380653244,,,,,,12113.198888148223
1206,Brazil,1.524,-21.3847,-45.9568,Oil,,,,,,6.518727614317457,778,6.518727614317457,,,,,,5071.570083938981
1207,Brazil,1.2,-20.9092,-54.2402,Gas,,,,,,8.620411266433253,443,8.620411266433253,,,,,,3818.842191029931
1208,Brazil,1.1984,-23.9475,-48.4856,Gas,,,,,,8.608917384744677,443,8.608917384744677,,,,,,3813.750401441892
1209,Brazil,1.15,-22.7164,-47.1192,Gas,,,,,,8.261227463665204,443,8.261227463665204,,,,,,3659.723766403685
1210,Brazil,2.0,-21.8118,-49.0083,Gas,,,,,,14.36735211072209,443,14.36735211072209,,,,,,6364.736985049885
1211,Brazil,2.0,-21.1807,-51.1428,Gas,,,,,,14.36735211072209,443,14.36735211072209,,,,,,6364.736985049885
1212,Brazil,1.2,-21.4999,-50.0916,Gas,,,,,,8.620411266433253,443,8.620411266433253,,,,,,3818.842191029931
1213,Brazil,1.355,-22.0466,-47.9355,Gas,,,,,,9.733881055014217,443,9.733881055014217,,,,,,4312.109307371298
1214,Brazil,22.5,-23.6388,-46.4666,Oil,,,,,,96.24105729799395,778,96.24105729799395,,,,,,74875.5425778393
1215,Brazil,4.2628,-8.1635,-70.3494,Oil,,,,,,18.233616846661715,778,18.233616846661715,,,,,,14185.753906702814
1216,Brazil,2.0384,-23.544,-46.6265,Oil,,,,,,8.719012053165816,778,8.719012053165816,,,,,,6783.391377363005
1217,Brazil,2.8000000000000003,-10.9902,-37.0854,Oil,,,,,,11.976664908194802,778,11.976664908194802,,,,,,9317.845298575556
1218,Brazil,2.16,-23.69,-46.5555,Oil,,,,,,9.23914150060742,778,9.23914150060742,,,,,,7188.0520874725735
1219,Brazil,2.952,-29.947,-51.0845,Gas,,,,,,21.206211715425805,443,21.206211715425805,,,,,,9394.351789933631
1220,Brazil,3.3000000000000003,-29.914,-51.1745,Gas,,,,,,23.70613098269145,443,23.70613098269145,,,,,,10501.816025332313
1221,Brazil,4.0,-8.283,-35.0255,Gas,,,,,,28.73470422144418,443,28.73470422144418,,,,,,12729.47397009977
1222,Brazil,381.259,-8.283,-35.0255,Oil,,,,,,1630.7897450833718,778,1630.7897450833718,,,,,,1268754.4216748632
1223,Brazil,3.22,-20.2614,-40.2473,Oil,,,,,,13.773164644424027,778,13.773164644424027,,,,,,10715.522093361893
1224,Brazil,2.5504,-23.5316,-46.7619,Oil,,,,,,10.909030779235726,778,10.909030779235726,,,,,,8487.225946245395
1225,Brazil,1.44,-23.5438,-46.6264,Oil,,,,,,6.159427667071612,778,6.159427667071612,,,,,,4792.034724981714
1226,Brazil,1.4080000000000001,-22.899,-43.1985,Oil,,,,,,6.022551496692243,778,6.022551496692243,,,,,,4685.545064426565
1227,Brazil,1.68,-22.8988,-43.198,Oil,,,,,,7.18599894491688,778,7.18599894491688,,,,,,5590.707179145333
1228,Brazil,1.3,-23.5316,-46.7619,Gas,,,,,,9.338778871969359,443,9.338778871969359,,,,,,4137.079040282426
1229,Brazil,38.4,-23.539,-46.3015,Gas,,,,,,275.8531605258641,443,275.8531605258641,,,,,,122202.9501129578
1230,Brazil,1.3512000000000002,-23.7191,-46.5339,Oil,,,,,,5.779596294268863,778,5.779596294268863,,,,,,4496.525916941176
1231,Brazil,20.0,-29.9638,-51.7255,Coal,,,,,,191.587110227754,1050,191.587110227754,,,,,,201166.4657391417
1232,Brazil,50.0,-3.0543,-59.9404,Oil,,,,,,213.8690162177643,778,213.8690162177643,,,,,,166390.09461742063
1233,Brazil,7.56,-13.4271,-56.7422,Oil,,,,,,32.336995252125966,778,32.336995252125966,,,,,,25158.182306154
1234,Brazil,2.0,-22.902,-47.0515,Oil,,,,,,8.554760648710571,778,8.554760648710571,,,,,,6655.603784696825
1235,Brazil,1.056,-23.544,-46.6265,Oil,,,,,,4.5169136225191835,778,4.5169136225191835,,,,,,3514.1587983199247
1236,Brazil,3.2,-13.3019,-56.5635,Oil,,,,,,13.687617037936914,778,13.687617037936914,,,,,,10648.966055514918
1237,Brazil,1.28,-22.7427,-42.7728,Oil,,,,,,5.475046815174767,778,5.475046815174767,,,,,,4259.586422205968
1238,Brazil,4.0,-5.0805,-42.7794,Oil,,,,,,17.109521297421146,778,17.109521297421146,,,,,,13311.207569393651
1239,Brazil,1.52,-26.9016,-48.8139,Oil,,,,,,6.501618093020036,778,6.501618093020036,,,,,,5058.258876369588
1240,Brazil,21.0,-22.5218,-44.0953,Coal,,,,,,201.16646573914173,1050,201.16646573914173,,,,,,211224.78902609882
1241,Brazil,4.92,-23.6461,-46.6386,Gas,,,,,,35.34368619237634,443,35.34368619237634,,,,,,15657.252983222717
1242,Brazil,93.046,-3.098,-60.0155,Oil,,,,,,397.993129659962,778,397.993129659962,,,,,,309638.6548754504
1243,Brazil,3.78,-5.6174,-63.1783,Oil,,,,,,16.168497626062983,778,16.168497626062983,,,,,,12579.091153077
1244,Brazil,2.2816,-12.768,-56.5445,Oil,,,,,,9.75927094804902,778,9.75927094804902,,,,,,7592.712797582138
1245,Brazil,7.65,-8.1608,-70.7658,Oil,,,,,,32.721959481317946,778,32.721959481317946,,,,,,25457.68447646536
1246,Brazil,2.0,-22.7757,-47.3103,Oil,,,,,,8.554760648710571,778,8.554760648710571,,,,,,6655.603784696825
1247,Brazil,2.0,-8.4335,-35.0785,Oil,,,,,,8.554760648710571,778,8.554760648710571,,,,,,6655.603784696825
1248,Brazil,3.84,-22.014,-47.8815,Oil,,,,,,16.425140445524303,778,16.425140445524303,,,,,,12778.759266617908
1249,Brazil,3.84,-22.014,-47.8815,Oil,,,,,,16.425140445524303,778,16.425140445524303,,,,,,12778.759266617908
1250,Brazil,17.245,-3.3505,-64.6608,Oil,,,,,,73.76342369350691,778,73.76342369350691,,,,,,57387.94363354838
1251,Brazil,1.12,-23.5066,-46.9,Oil,,,,,,4.790665963277921,778,4.790665963277921,,,,,,3727.1381194302226
1252,Brazil,1.2,-19.0238,-48.3223,Oil,,,,,,5.132856389226343,778,5.132856389226343,,,,,,3993.3622708180947
1253,Brazil,349.95,-8.7905,-63.8061,Gas,,,,,,2513.927435573597,443,2513.927435573597,,,,,,1113669.8539591036
1254,Brazil,49.5,-8.2835,-35.0239,Gas,,,,,,355.5919647403717,443,355.5919647403717,,,,,,157527.24037998467
1255,Brazil,219.077,-3.6885,-38.8622,Gas,,,,,,1573.7781991803315,443,1573.7781991803315,,,,,,697183.7422368869
1256,Brazil,143.04,-7.8568,-35.0094,Oil,,,,,,611.8364815957801,778,611.8364815957801,,,,,,476008.78268151695
1257,Brazil,4.9239999999999995,-23.69,-46.5555,Oil,,,,,,21.06182071712543,778,21.06182071712543,,,,,,16386.096517923583
1258,Brazil,170.852,-7.1614,-34.8603,Oil,,,,,,730.7989831767494,778,730.7989831767494,,,,,,568561.608911511
1259,Brazil,532.7556999999998,-8.3991,-34.9569,Gas,,,,,,3827.144365447112,443,3827.144365447112,,,,,,1695424.9538930706
1260,Brazil,4.0,-23.2041,-46.7683,Oil,,,,,,17.109521297421146,778,17.109521297421146,,,,,,13311.207569393651
1261,Brazil,2.65,-23.5013,-46.8678,Oil,,,,,,11.335057859541507,778,11.335057859541507,,,,,,8818.675014723292
1262,Brazil,5.4744,-22.9799,-43.4208,Oil,,,,,,23.41609084765058,778,23.41609084765058,,,,,,18217.71867947215
1263,Brazil,5.4744,-23.646,-46.7103,Oil,,,,,,23.41609084765058,778,23.41609084765058,,,,,,18217.71867947215
1264,Brazil,1.82,-23.6461,-46.6386,Oil,,,,,,7.784832190326622,778,7.784832190326622,,,,,,6056.5994440741115
1265,Brazil,3.0,-23.6461,-46.6386,Oil,,,,,,12.832140973065858,778,12.832140973065858,,,,,,9983.405677045237
1266,Brazil,4.206,-23.5691,-46.688,Gas,,,,,,30.214541488848557,443,30.214541488848557,,,,,,13385.04187955991
1267,Brazil,8.934000000000003,-23.5435,-46.6266,Oil,,,,,,38.214115817790145,778,38.214115817790145,,,,,,29730.582106240734
1268,Brazil,2.08,-23.5435,-46.6266,Oil,,,,,,8.896951074658995,778,8.896951074658995,,,,,,6921.827936084698
1269,Brazil,2.032,-23.6821,-46.6133,Oil,,,,,,8.691636819089942,778,8.691636819089942,,,,,,6762.093445251974
1270,Brazil,1.0,-28.9238,-49.6741,Oil,,,,,,4.277380324355287,778,4.277380324355287,,,,,,3327.801892348413
1271,Brazil,50.0,-8.3636,-34.9975,Oil,,,,,,213.8690162177643,778,213.8690162177643,,,,,,166390.09461742063
1272,Brazil,4.14,-20.9336,-48.4824,Oil,,,,,,17.708354542830886,778,17.708354542830886,,,,,,13777.09983432243
1273,Brazil,7.7,-23.182,-46.8745,Gas,,,,,,55.31430562628005,443,55.31430562628005,,,,,,24504.237392442064
1274,Brazil,1.2,-12.8865,-38.3069,Oil,,,,,,5.132856389226343,778,5.132856389226343,,,,,,3993.3622708180947
1275,Brazil,4.9512,-20.2274,-43.9564,Gas,,,,,,35.567816885303614,443,35.567816885303614,,,,,,15756.542880189501
1276,Brazil,3.1,-2.9821,-65.1483,Oil,,,,,,13.25987900550139,778,13.25987900550139,,,,,,10316.18586628008
