sounding_id,latitude,longitude,orbit,slope,intercept,amplitude,sigma,delta,R,windspeed_u,windspeed_v,surface_pressure,tcwv,gCO2_per_s,ktCO2_per_h,date,geometry,index_City,number_City,index_Oil power plant,number_Oil power plant,index_Coal power plant,number_Coal power plant,index_Gas power plant,number_Gas power plant,index_Cement and Lime,number_Cement and Lime,index_Glass,number_Glass,index_Power and heat,number_Power and heat,index_Ceramics,number_Ceramics,index_Pulp and paper,number_Pulp and paper,index_Chemicals,number_Chemicals,index_Iron and steel,number_Iron and steel,index_Combustion,number_Combustion,index_Non ferrous metals,number_Non ferrous metals,index_Mineral oil,number_Mineral oil,index_Coke ovens,number_Coke ovens
2016120100430933,-44.85502243041992,-161.89048767089844,12855,0.003852514993007293,400.31214664372345,2.3247841733146517,26.30696665624853,0.035255098455945086,0.6203142194200157,8.639120101928711,-2.008798599243164,1006.6925659179688,12.758329391479492,281191.13588654256,1.0122880891915529,2016-12-01 00:43:09.330,"POLYGON ((-161.0394574678756 -44.99227198579518, -161.1980105938949 -44.48055880547924, -163.4108588966253 -42.63278258227461, -165.2519668417231 -44.24350843155656, -164.7514775879486 -46.30898567260058, -161.4921713934821 -45.40716507347366, -161.0394574678756 -44.99227198579518))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016120100432634,-43.9200325012207,-162.17428588867188,12855,0.003058449093419438,400.68102355983734,3.617083832231292,20.427962053588587,0.07063884633464998,0.5578510436287116,7.642436504364014,-0.05475248768925667,1009.4521484375,13.17169952392578,414635.14228117274,1.4926865122122217,2016-12-01 00:43:26.340,"POLYGON ((-161.3486794815308 -43.92132537156063, -161.6431243807116 -43.4643863937883, -164.2162121556043 -42.06160128820331, -165.4738844589831 -43.85526026922948, -164.3825204567404 -45.71638694777218, -161.6440593808128 -44.37867360556512, -161.3486794815308 -43.92132537156063))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016120100432776,-43.85547637939453,-162.22854614257812,12855,0.0029460977358756924,400.69639062083746,4.355313043812494,26.35323893219364,0.06593187736927753,0.5859546193192492,7.630545616149902,0.08225400745868683,1009.3871459960938,13.37695026397705,501052.5303581561,1.8037891092893616,2016-12-01 00:43:27.760,"POLYGON ((-161.4043344582535 -43.84607396068959, -161.7094806825409 -43.39319663666723, -164.3124225034705 -42.02458443679411, -165.5255261632808 -43.83362676081241, -164.387581936947 -45.67950558741746, -161.6877761562908 -44.30699545893543, -161.4043344582535 -43.84607396068959))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016120104094434,-15.33229160308838,141.52435302734375,12857,0.006270093151782535,401.94070554772867,6.1864580952565245,11.569148705631008,0.2133294128139508,0.6241737017105755,2.1501612663269043,-1.39638352394104,1010.9183349609376,45.90897750854492,173657.6790260515,0.6251676444937854,2016-12-01 04:09:44.340,"POLYGON ((141.8985250910922 -15.5675287455996, 141.9502786189236 -15.20544626655155, 141.3088337627312 -13.61501495337543, 140.035906186788 -14.38515175434988, 139.8155092711786 -15.83144438150066, 141.5787688665423 -15.76153868590593, 141.8985250910922 -15.5675287455996))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016120104094504,-15.294816970825195,141.5159149169922,12857,0.006571014835769315,401.8870951396949,16.423215186391914,11.602068490181095,0.5647195518219496,0.602287074057343,2.120758533477783,-1.3820624351501465,1011.2123413085938,45.46306228637695,454691.01984796295,1.6368876714526668,2016-12-01 04:09:45.040,"POLYGON ((141.8880190025279 -15.52961219113716, 141.9401322348616 -15.16917317326318, 141.3041185340271 -13.58462883250661, 140.0356577695982 -14.34952611696655, 139.8139867845013 -15.78924835957766, 141.5693872722885 -15.72229350544688, 141.8880190025279 -15.52961219113716))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016120104094606,-15.25964641571045,141.49685668945312,12857,0.006497568715313143,401.86155819534264,24.31640357230493,12.422296608659286,0.7809217407942624,0.6643075947821705,2.0926785469055176,-1.3762620687484741,1009.8856201171876,45.870338439941406,662476.8441747893,2.3849166390292416,2016-12-01 04:09:46.060,"POLYGON ((141.866544974825 -15.49510057811048, 141.9200131606193 -15.13617379917783, 141.2931325673994 -13.55477549827471, 140.0262116946435 -14.311810972064, 139.7992850814253 -15.74545241877728, 141.5482882655674 -15.68579633410564, 141.866544974825 -15.49510057811048))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016120104094736,-15.184808731079102,141.48043823242188,12857,0.0057021334128063645,401.87579781581934,32.53487525180957,14.88501443228801,0.8719868821476133,0.729906837483223,2.0322525501251216,-1.351476550102234,1009.274658203125,45.9961166381836,858759.7163081965,3.0915349787095074,2016-12-01 04:09:47.360,"POLYGON ((141.8454912305589 -15.42000694899457, 141.9003536821265 -15.06451746004849, 141.2874057221284 -13.49400614584848, 140.0281817509659 -14.2381721069757, 139.7960210471934 -15.65805045938282, 141.5291643319729 -15.60744540095464, 141.8454912305589 -15.42000694899457))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016120104094838,-15.149678230285645,141.4615020751953,12857,0.005302437339729323,401.8929927318114,34.90218766847234,15.413331083272322,0.9033711314078254,0.7295475151793642,2.002727508544922,-1.3491296768188477,1010.3320922851562,45.95003128051758,906833.7633093931,3.2646015479138155,2016-12-01 04:09:48.380,"POLYGON ((141.8237142435561 -15.38612111358223, 141.8805457245126 -15.03225274870906, 141.2794619100659 -13.46396524930422, 140.0205678295326 -14.1981650733219, 139.7807081195042 -15.61150859749927, 141.5074510468322 -15.57104566839254, 141.8237142435561 -15.38612111358223))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016120104100502,-14.150054931640625,141.2740936279297,12857,-0.00541787896714808,401.993054214764,5.003193968914258,20.875006827221103,0.09561604591412996,0.6938549213238471,1.206053614616394,-1.4671303033828735,1011.9830322265624,46.06837844848633,67534.85832444033,0.2431254899679852,2016-12-01 04:10:05.020,"POLYGON ((141.5277010026278 -14.45055955602834, 141.6729168159935 -14.15365055491204, 141.5650823970857 -12.61949976497769, 140.2661650474602 -12.9453573928365, 139.6789608412885 -14.12905281361773, 141.2007530666915 -14.53261000082059, 141.5277010026278 -14.45055955602834))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016120104100572,-14.112527847290039,141.26585388183594,12857,-0.005536492129930546,401.977730666496,3.916156640825896,11.88044743881009,0.1315035034452183,0.5251174588270823,1.177438735961914,-1.4832472801208496,1011.5724487304688,46.65071868896485,50914.73492337439,0.1832930457241478,2016-12-01 04:10:05.720,"POLYGON ((141.5138587798229 -14.41689698165048, 141.6640790851435 -14.12275929665919, 141.5830387074393 -12.58863718681319, 140.2802526244325 -12.89249144944239, 139.6733422725046 -14.06502220367816, 141.1859154719897 -14.49340710375101, 141.5138587798229 -14.41689698165048))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
