sounding_id,latitude,longitude,orbit,slope,intercept,amplitude,sigma,delta,R,windspeed_u,windspeed_v,surface_pressure,tcwv,gCO2_per_s,ktCO2_per_h,date,geometry,index_City,number_City,index_Oil power plant,number_Oil power plant,index_Coal power plant,number_Coal power plant,index_Gas power plant,number_Gas power plant,index_Cement and Lime,number_Cement and Lime,index_Glass,number_Glass,index_Power and heat,number_Power and heat,index_Ceramics,number_Ceramics,index_Pulp and paper,number_Pulp and paper,index_Chemicals,number_Chemicals,index_Iron and steel,number_Iron and steel,index_Combustion,number_Combustion,index_Non ferrous metals,number_Non ferrous metals,index_Mineral oil,number_Mineral oil,index_Coke ovens,number_Coke ovens
2016020115481833,5.803925037384032,-35.660892486572266,8437,0.0017299248298701553,403.3493905356405,41.18788112405742,11.65131471794338,1.4102775196029549,0.6380207386864332,-10.297677040100098,-3.609910488128662,1009.5472412109376,39.55649948120117,6961535.682528318,25.06152845710195,2016-02-01 15:48:18.330,"POLYGON ((-35.87730251990894 5.184961743491183, -35.32706281436553 5.239787402311846, -33.20606995794203 6.724820576662696, -34.79000460542461 8.278707712229673, -37.00351989682878 8.058180423453186, -36.27330049764179 5.57196958551679, -35.87730251990894 5.184961743491183))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016020115481934,5.849471092224121,-35.66960906982422,8437,0.0011855229552363102,403.3718411539986,39.317831936469496,13.65325054217158,1.1488506333877468,0.5904181307783616,-10.310904502868652,-3.5867760181427,1009.4841918945312,39.70534896850586,6649813.801426028,23.9393296851337,2016-02-01 15:48:19.340,"POLYGON ((-35.884574907178 5.229923108571936, -35.33436872172488 5.286077059893466, -33.21649591503845 6.776319675872765, -34.80449010072897 8.326596972476555, -37.01795246061493 8.100717912068392, -36.28157202371963 5.616016487798092, -35.884574907178 5.229923108571936))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016020115481972,5.888524055480957,-35.68218994140625,8437,0.0007050764029580293,403.3682924405917,42.679343083715786,15.864497867138539,1.0732513943048458,0.5665355746914332,-10.323521614074707,-3.562971591949463,1009.7283325195312,40.0428352355957,7224509.8562469985,26.008235482489194,2016-02-01 15:48:19.720,"POLYGON ((-35.89568099792334 5.268396821864715, -35.34552803030973 5.325898861287734, -33.23090705531516 6.821405128819148, -34.82296883227676 8.367972780929925, -37.03628538256702 8.136663269074159, -36.29367888277811 5.653552468444997, -35.89568099792334 5.268396821864715))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016020208241271,29.205059051513672,70.95022583007812,8447,0.006664435099721693,402.6368189066831,42.03037462491304,14.763851368758084,1.1357262465044582,0.5714367802812857,1.398532509803772,1.6060521602630615,1003.4252319335938,6.806761741638184,1187322.139639774,4.274359702703186,2016-02-02 08:24:12.710,"POLYGON ((71.29910231507645 29.47045046332453, 70.94174512929938 29.60980555110816, 69.12271335498662 29.44452319294011, 69.57245246572424 28.13448330386375, 70.98350068779899 27.58582503994751, 71.40574020138965 29.14129663309152, 71.29910231507645 29.47045046332453))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016020211370472,13.06698226928711,25.96340370178223,8449,-0.005260540547929421,403.3242409220198,77.10710937753491,25.69050560731179,1.1973795502678422,0.5686627304080826,-3.194868803024292,-5.148529052734375,946.9185180664062,9.657917022705078,4892527.658913231,17.613099572087627,2016-02-02 11:37:04.720,"POLYGON ((25.47595325423573 12.76963560618279, 25.88187512060082 12.50962214572161, 28.14006230562671 12.35527398013398, 27.92513436789543 14.24684636654924, 26.29336556147119 15.29590246905499, 25.41732740071615 13.24206774025389, 25.47595325423573 12.76963560618279))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016020213184976,25.915098190307607,0.30661243200302124,8450,-1.8623199681887562e-05,403.0819599687677,55.4847762000642,16.96187377572098,1.3049986951619017,0.5089281255958,-2.5116078853607178,-2.83660101890564,995.165771484375,9.675658226013184,2665967.513745517,9.597483049483863,2016-02-02 13:18:49.760,"POLYGON ((-0.09810493371128176 25.58956969052256, 0.3209562186187485 25.42506041072574, 2.445704902602017 25.61026996835874, 1.9480944399399 27.20547662634728, 0.2480099648376469 27.87489897026663, -0.2298313098780943 25.9863690466425, -0.09810493371128176 25.58956969052256))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016020310470602,31.65133285522461,34.648704528808594,8463,0.00578042693882611,402.67498041426535,28.54675570269553,10.460865997159539,1.088677344799972,0.5859047534217675,-1.6076942682266235,-2.1948416233062744,1012.6456298828124,12.072141647338867,991914.008359946,3.570890430095805,2016-02-03 10:47:06.020,"POLYGON ((34.23460165473089 31.39046453568387, 34.61494891801662 31.21195473778361, 36.63929575606993 31.21633412044023, 36.32849390689065 32.68097676120685, 34.78700486125513 33.40844773938649, 34.14821698883284 31.75521431040573, 34.23460165473089 31.39046453568387))",[231.0],1,[nan],0,[8823.0],1,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016020310470734,31.70124435424805,34.645347595214844,8463,0.005388185058475055,402.69524735294584,28.44872701730549,8.354496575725019,1.358478027722069,0.6017421338313952,-1.5421392917633057,-2.2414791584014893,1020.2402954101562,12.136322975158693,974813.3989282612,3.50932823614174,2016-02-03 10:47:07.340,"POLYGON ((34.22218169965262 31.45096217753306, 34.59646461513874 31.26291057879714, 36.62064324082817 31.21607110334937, 36.36094240903082 32.68794485706012, 34.84562388335238 33.45408137561272, 34.14836861566341 31.81773703674524, 34.22218169965262 31.45096217753306))",[231.0],1,[nan],0,[8823.0],1,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016020310470731,31.73320198059082,34.61398696899414,8463,0.005313463051315937,402.7026914259896,29.73186187195418,8.377068703397926,1.4159244952791905,0.5364343986570067,-1.4540302753448486,-2.345494031906128,1023.2565307617188,11.86737823486328,997735.6987096228,3.5918485153546422,2016-02-03 10:47:07.310,"POLYGON ((34.17512424375659 31.49934129341226, 34.54046290545015 31.29528788068103, 36.56917000708553 31.16533212335582, 36.39163167464185 32.6531585603803, 34.91522045430646 33.4841153057487, 34.1215231984965 31.87045877397027, 34.17512424375659 31.49934129341226))",[231.0],1,[nan],0,[8823.0],1,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2016020320414635,36.04823303222656,-115.1760025024414,8469,0.0017208152368798422,403.29043772711265,51.04254519636036,9.917289200243296,2.053285829118469,0.6406792969818728,-1.1344479322433472,-2.0690455436706543,943.5060424804688,3.5953993797302246,1324713.4024693754,4.7689682488897525,2016-02-03 20:41:46.350,"POLYGON ((-115.6274697946472 35.84584467548024, -115.2763122129988 35.63706214870108, -113.2666719728837 35.42484439032157, -113.3469740699938 36.84041865572203, -114.7640053063763 37.69176276755809, -115.657973074125 36.1992905061331, -115.6274697946472 35.84584467548024))",[322.0],1,[nan],0,[nan],0,"[6267.0, 7831.0, 6090.0, 6087.0, 7375.0, 7030.0, 7374.0, 6078.0, 7936.0, 5690.0, 6701.0]",11,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
