sounding_id,latitude,longitude,orbit,slope,intercept,amplitude,sigma,delta,R,windspeed_u,windspeed_v,surface_pressure,tcwv,gCO2_per_s,ktCO2_per_h,date,geometry,index_City,number_City,index_Gas power plant,number_Gas power plant,index_Oil power plant,number_Oil power plant,index_Coal power plant,number_Coal power plant,index_Cement and Lime,number_Cement and Lime,index_Glass,number_Glass,index_Power and heat,number_Power and heat,index_Ceramics,number_Ceramics,index_Pulp and paper,number_Pulp and paper,index_Chemicals,number_Chemicals,index_Iron and steel,number_Iron and steel,index_Combustion,number_Combustion,index_Non ferrous metals,number_Non ferrous metals,index_Mineral oil,number_Mineral oil,index_Coke ovens,number_Coke ovens
2017010108342406,22.143840789794922,69.53422546386719,13311,0.0010392368853828654,404.51116123463083,24.095853430056113,8.608823942581001,1.1166280992294575,0.6515622200904285,-1.2473044395446775,-1.4504545927047732,1011.8170776367188,12.55496311187744,603354.4165576134,2.1720758996074085,2017-01-01 08:34:24.060,"POLYGON ((69.26191179629885 21.84799059685946, 69.60172373702099 21.75905901198271, 71.20788871968763 22.1163802129484, 70.63507340018745 23.32248264816993, 69.26046229804514 23.68249636113655, 69.11572409810695 22.14802358895078, 69.26191179629885 21.84799059685946))",[nan],0,[3357.0],1,[nan],0,"[3513.0, 3526.0, 3446.0, 3445.0, 7617.0, 7618.0, 7620.0, 7613.0, 6775.0, 6731.0]",10,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2017010509472102,21.85829162597656,53.78689193725586,13370,0.0019254944958612735,404.54389127701774,41.489950060405114,15.804051264205524,1.0473324221826774,0.5937677564288262,1.9732894897460933,-5.793850898742676,1006.5935668945312,13.205358505249025,383945.9603085357,1.3822054571107285,2017-01-05 09:47:21.020,"POLYGON ((53.98100913667579 21.32414753352261, 54.34955098585812 21.65339848269714, 55.05633642084464 23.78343516423623, 52.99543343352954 23.99213222001135, 51.52020590036413 22.65830363548366, 53.47494787431238 21.37540143106598, 53.98100913667579 21.32414753352261))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2017010513034902,17.14815330505371,5.4352288246154785,13372,-0.0027320683386152385,405.8719983397225,74.62009844582866,29.52621474201417,1.0082265030538606,0.7685725507528973,-2.533457040786743,-0.8867912888526917,977.3560791015624,12.522603988647461,3010325.08054052,10.837170289945874,2017-01-05 13:03:49.020,"POLYGON ((5.004432940165978 17.0026058963443, 5.27405864094962 16.73729510165365, 6.998730442690199 16.24508386295899, 7.165135068316259 17.72102953821249, 6.087225408783211 18.79008616723744, 5.042026905653384 17.372031464117, 5.004432940165978 17.0026058963443))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2017010513035106,17.237268447875973,5.432319641113281,13372,-0.004453275235375399,405.7907527041691,86.8198814093054,19.18204286159879,1.8056534292783557,0.7782599258730442,-2.2883718013763428,-0.9001559019088745,976.3532104492188,12.552108764648438,3189193.2165062837,11.481095579422623,2017-01-05 13:03:51.060,"POLYGON ((5.019838264086518 17.08079530903247, 5.291661064447372 16.83300733046003, 6.984621601239691 16.41695319420581, 7.089218920387554 17.85457111047298, 6.001267935897079 18.85313063981576, 5.042132586490466 17.4404771703488, 5.019838264086518 17.08079530903247))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2017010513035234,17.3338623046875,5.402215003967285,13372,-0.0067878211779381845,405.7052457926968,85.88051327800784,20.319681198995088,1.686117389030117,0.8126176535476738,-2.0448553562164307,-0.9261990785598756,979.6884155273438,12.618885040283205,2863577.045324388,10.308877363167797,2017-01-05 13:03:52.340,"POLYGON ((5.010838238104889 17.16306330202666, 5.286580600571371 16.93606118265442, 6.947188735741868 16.61322285856732, 6.975006134151698 18.00927082393491, 5.869888468296743 18.92421569657985, 5.014112716295481 17.51216129326292, 5.010838238104889 17.16306330202666))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2017010513035377,17.390586853027347,5.401889324188232,13372,-0.008201757433241039,405.6775411377912,78.95811455345968,16.429540982291474,1.917261736655128,0.7996929027535145,-1.8914191722869875,-0.9338532090187072,976.8167114257812,12.57440185546875,2448421.5937068183,8.814317737344544,2017-01-05 13:03:53.770,"POLYGON ((5.024909962368709 17.21134810350613, 5.30226707407099 16.9980284556643, 6.937586687311013 16.73447210837384, 6.917205709354311 18.10028605431152, 5.8047582195715 18.96014983626583, 5.016276030700493 17.55277198782623, 5.024909962368709 17.21134810350613))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2017010513035402,17.450342178344727,5.366825103759767,13372,-0.009910095666669422,405.6630277423876,61.545337568388355,16.735657352798377,1.4671092267256114,0.7741331273611805,-1.7642754316329956,-0.9564937353134156,979.6971435546876,11.991325378417967,1803171.7887069518,6.4914184393450265,2017-01-05 13:03:54.020,"POLYGON ((5.003657317600747 17.26083508437753, 5.284300364428677 17.06141676477572, 6.900617272132203 16.86165190605353, 6.827071430709955 18.20160470421377, 5.700530889216893 19.00553587989866, 4.981857445724668 17.59567053644699, 5.003657317600747 17.26083508437753))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2017010513035534,17.514989852905273,5.361085414886475,13372,-0.012388526298485731,405.6831419141077,42.89669659778682,13.943512177586406,1.2273310873510306,0.6996701383829802,-1.6177570819854736,-0.9685426354408264,977.7101440429688,11.680188179016113,1163238.1464871888,4.18765732735388,2017-01-05 13:03:55.340,"POLYGON ((5.014470632281374 17.31536067103276, 5.297315898972135 17.13180707270833, 6.885584283323774 17.00148844927261, 6.755201971997507 18.30731123554935, 5.618919075446476 19.0473588806142, 4.978637607623281 17.64153753922417, 5.014470632281374 17.31536067103276))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
2017010513101637,40.40094375610352,-0.629412829875946,13372,-0.0047800156390665535,403.76186399659287,31.458176614214576,8.30910920733989,1.5103901516494318,0.5650472495510324,2.2677712440490723,-6.489243030548098,819.7886352539062,2.5543458461761475,82643.66168644483,0.29751718207120137,2017-01-05 13:10:16.370,"POLYGON ((-0.3808853047793124 39.8525682885705, 0.07864835406632646 40.19319376487719, 0.9708975220935073 42.3858098373433, -1.665626683756008 42.58829432409269, -3.504480916574202 41.18767380315371, -1.014719095701743 39.90125287014138, -0.3808853047793124 39.8525682885705))",[198.0],1,"[5172.0, 5216.0, 5188.0, 5203.0, 5259.0, 5261.0, 5181.0, 5222.0]",8,[nan],0,"[5257.0, 10811.0, 5214.0]",3,"[2756.0, 2755.0]",2,"[2776.0, 3290.0, 2931.0]",3,"[2760.0, 2766.0, 2767.0, 2745.0, 3034.0, 2764.0, 3282.0, 3279.0]",8,"[3146.0, 3150.0, 2789.0, 2909.0, 2880.0, 2944.0, 2831.0, 2845.0, 2822.0, 2794.0, 2834.0, 2799.0, 2863.0, 2979.0, 3167.0, 2896.0, 2943.0, 2921.0, 2734.0, 2753.0, 2840.0]",21,"[2773.0, 2772.0, 2775.0, 2771.0, 2769.0, 3286.0, 2987.0]",7,"[3180.0, 3179.0, 3178.0]",3,"[2726.0, 2934.0, 2856.0, 2914.0]",4,"[3350.0, 2922.0, 3453.0, 3101.0, 2765.0, 2762.0, 2988.0, 2992.0, 2758.0, 2761.0, 2704.0, 2725.0, 3281.0]",13,[nan],0,[nan],0,[nan],0
2017010620172371,-3.376621723175049,-101.78524017333984,13391,-0.005701490069900561,402.04827141210717,16.260078120338328,6.099536691365994,1.0634959625729352,0.5548480045579297,-3.5451416969299316,3.3930866718292236,1013.466796875,39.350494384765625,691916.4824252373,2.4908993367308545,2017-01-06 20:17:23.710,"POLYGON ((-102.1665804313937 -3.009617711313114, -102.3101760651197 -3.434301518403019, -101.9235454774324 -5.494711602809483, -100.2567021450322 -4.84293829021694, -99.68610964290259 -3.143104860659239, -101.7507721053633 -2.847078996191341, -102.1665804313937 -3.009617711313114))",[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0,[nan],0
